Get the details for a topic type,eventgrid topic-type show
List the event types supported by a topic type,eventgrid topic-type list-event-types
Creates the Event Hubs Namespace,eventhubs namespace create
shows the Event Hubs Namespace Details,eventhubs namespace show
Lists the Event Hubs Namespaces,eventhubs namespace list
Deletes the Namespaces,eventhubs namespace delete
check for the availability of the given name for the Namespace,eventhubs namespace exists
Updates the Event Hubs Namespace,eventhubs namespace update
Creates Authorizationrule for the given Namespace,eventhubs namespace authorization-rule create
Shows the details of Authorizationrule,eventhubs namespace authorization-rule show
Shows the list of Authorizationrule by Namespace,eventhubs namespace authorization-rule list
Shows the connection strings for namespace,eventhubs namespace authorization-rule keys list
Regenerate the connection strings of Authorizationrule for the namespace,eventhubs namespace authorization-rule keys renew
Deletes the Authorizationrule of the namespace,eventhubs namespace authorization-rule delete
Updates Authorizationrule for the given Namespace,eventhubs namespace authorization-rule update
Creates the Event Hubs Eventhub,eventhubs eventhub create
shows the Eventhub Details,eventhubs eventhub show
List the EventHub by Namepsace,eventhubs eventhub list
Deletes the Eventhub,eventhubs eventhub delete
Updates the Event Hubs Eventhub,eventhubs eventhub update
Creates Authorizationrule for the given Eventhub,eventhubs eventhub authorization-rule create
shows the details of Authorizationrule,eventhubs eventhub authorization-rule show
shows the list of Authorizationrule by Eventhub,eventhubs eventhub authorization-rule list
Shows the connection strings of Authorizationrule for the Eventhub,eventhubs eventhub authorization-rule keys list
Regenerate the connection strings of Authorizationrule for the namespace,eventhubs eventhub authorization-rule keys renew
Deletes the Authorizationrule of Eventhub,eventhubs eventhub authorization-rule delete
Updates Authorizationrule for the given Eventhub,eventhubs eventhub authorization-rule update
Creates the EventHub ConsumerGroup,eventhubs eventhub consumer-group create
Shows the ConsumerGroup Details,eventhubs eventhub consumer-group show
List the ConsumerGroup by Eventhub,eventhubs eventhub consumer-group list
Deletes the ConsumerGroup,eventhubs eventhub consumer-group delete
Updates the EventHub ConsumerGroup,eventhubs eventhub consumer-group update
Sets a Geo-Disaster Recovery Configuration Alias for the give Namespace,eventhubs georecovery-alias set
shows properties of Geo-Disaster Recovery Configuration Alias for Primay or Secondary Namespace,eventhubs georecovery-alias show
Gets all Alias(Disaster Recovery configurations),eventhubs georecovery-alias list
Disables Geo-Disaster Recovery Configuration Alias and stops replicating changes from primary to secondary namespaces,eventhubs georecovery-alias break-pair
Invokes Geo-Disaster Recovery Configuration Alias to point to the secondary namespace,eventhubs georecovery-alias fail-over
Check the availability of Geo-Disaster Recovery Configuration Alias Name,eventhubs georecovery-alias exists
Delete Geo-Disaster Recovery Configuration Alias,eventhubs georecovery-alias delete
List of Authorizationrule by Event Hubs Namespace,eventhubs georecovery-alias authorization-rule list
Show properties of Event Hubs Geo-Disaster Recovery Configuration Alias and Namespace Authorizationrule,eventhubs georecovery-alias authorization-rule show
Shows the keys and connection strings of Authorizationrule for the Event Hubs Namespace,eventhubs georecovery-alias authorization-rule keys list
Add an extension,extension add
Remove an extension,extension remove
List the installed extensions,extension list
Show an extension,extension show
List publicly available extensions,extension list-available
Update an extension,extension update
Loving or hating the CLI?  Let us know!,feedback
Find Azure CLI commands,find
Start interactive mode,interactive
List Azure IoT Hub device provisioning services,iot dps list
Get the details of an Azure IoT Hub device provisioning service,iot dps show
Create an Azure IoT Hub device provisioning service,iot dps create
Delete an Azure IoT Hub device provisioning service,iot dps delete
Update an Azure IoT Hub device provisioning service,iot dps update
List all shared access policies in an Azure IoT Hub device provisioning service,iot dps access-policy list
Show details of a shared access policies in an Azure IoT Hub device provisioning service,iot dps access-policy show
Create a new shared access policy in an Azure IoT Hub device provisioning service,iot dps access-policy create
Update a shared access policy in an Azure IoT Hub device provisioning service,iot dps access-policy update
Delete a shared access policies in an Azure IoT Hub device provisioning service,iot dps access-policy delete
List all linked IoT hubs in an Azure IoT Hub device provisioning service,iot dps linked-hub list
Show details of a linked IoT hub in an Azure IoT Hub device provisioning service,iot dps linked-hub show
Create a linked IoT hub in an Azure IoT Hub device provisioning service,iot dps linked-hub create
Update a linked IoT hub in an Azure IoT Hub device provisioning service,iot dps linked-hub update
Update a linked IoT hub in an Azure IoT Hub device provisioning service,iot dps linked-hub delete
List all certificates contained within an Azure IoT Hub device provisioning service,iot dps certificate list
Show information about a particular Azure IoT Hub Device Provisioning Service certificate,iot dps certificate show
Create/upload an Azure IoT Hub Device Provisioning Service certificate,iot dps certificate create
Delete an Azure IoT Hub Device Provisioning Service certificate,iot dps certificate delete
Generate a verification code for an Azure IoT Hub Device Provisioning Service certificate,iot dps certificate generate-verification-code
Verify an Azure IoT Hub Device Provisioning Service certificate,iot dps certificate verify
Update an Azure IoT Hub Device Provisioning Service certificate,iot dps certificate update
Lists all certificates contained within an Azure IoT Hub,iot hub certificate list
Shows information about a particular Azure IoT Hub certificate,iot hub certificate show
Create/upload an Azure IoT Hub certificate,iot hub certificate create
Deletes an Azure IoT Hub certificate,iot hub certificate delete
Generates a verification code for an Azure IoT Hub certificate,iot hub certificate generate-verification-code
Verifies an Azure IoT Hub certificate,iot hub certificate verify
Update an Azure IoT Hub certificate,iot hub certificate update
Create an Azure IoT hub,iot hub create
List IoT hubs,iot hub list
Show the connection strings for an IoT hub,iot hub show-connection-string
Get the details of an IoT hub,iot hub show
Update metadata for an IoT hub,iot hub update
Delete an IoT hub,iot hub delete
List available pricing tiers,iot hub list-skus
Create an event hub consumer group,iot hub consumer-group create
List event hub consumer groups,iot hub consumer-group list
Get the details for an event hub consumer group,iot hub consumer-group show
Delete an event hub consumer group,iot hub consumer-group delete
List shared access policies of an IoT hub,iot hub policy list
Get the details of a shared access policy of an IoT hub,iot hub policy show
Create a new shared access policy in an IoT hub,iot hub policy create
Delete a shared access policy from an IoT hub,iot hub policy delete
List the jobs in an IoT hub,iot hub job list
Get the details of a job in an IoT hub,iot hub job show
Cancel a job in an IoT hub,iot hub job cancel
Get the quota metrics for an IoT hub,iot hub show-quota-metrics
Get the statistics for an IoT hub,iot hub show-stats
Register a device for an IoT hub,iot device create
List devices in an IoT hub,iot device list
Show the connection strings for devices in an IoT hub,iot device show-connection-string
Get the details for a device in an IoT hub,iot device show
Update the metadata of a device in an IoT hub,iot device update
Delete a device from an IoT hub,iot device delete
Send a device-to-cloud message,iot device message send
Receive a cloud-to-device message,iot device message receive
Complete a cloud-to-device message,iot device message complete
Reject a cloud-to-device message,iot device message reject
Abandon a cloud-to-device message,iot device message abandon
Export all the device identities in the IoT hub identity registry to an Azure Storage blob container,iot device export
"Import, update, or delete device identities in the IoT hub identity registry from a blob",iot device import
Create a key vault,keyvault create
Recover a key vault,keyvault recover
List key vaults,keyvault list
Show details of a key vault,keyvault show
Delete a key vault,keyvault delete
Permanently deletes the specified vault,keyvault purge
Update security policy settings for a Key Vault,keyvault set-policy
Delete security policy settings for a Key Vault,keyvault delete-policy
Gets information about the deleted vaults in a subscription,keyvault list-deleted
Update the properties of a key vault,keyvault update
List keys in the specified vault,keyvault key list
Retrieves a list of individual key versions with the same key name,keyvault key list-versions
List deleted keys in the specified vault,keyvault key list-deleted
"Creates a new key, stores it, then returns key parameters and attributes to the client",keyvault key create
The update key operation changes specified attributes of a stored key and can be applied to any key type and key version stored in Azure Key Vault,keyvault key set-attributes
Gets the public part of a stored key,keyvault key show
Retrieves the deleted key information plus its attributes,keyvault key show-deleted
Deletes a key of any type from storage in Azure Key Vault,keyvault key delete
Permanently deletes the specified key,keyvault key purge
Recovers the deleted key back to its current version under /keys,keyvault key recover
Requests that a backup of the specified key be downloaded to the client,keyvault key backup
Restores a backed up key to a vault,keyvault key restore
Import a private key,keyvault key import
List secrets in a specified key vault,keyvault secret list
List the versions of the specified secret,keyvault secret list-versions
List deleted secrets in the specified vault,keyvault secret list-deleted
Sets a secret in a specified key vault,keyvault secret set
Updates the attributes associated with a specified secret in a given key vault,keyvault secret set-attributes
Get a specified secret from a given key vault,keyvault secret show
Retrieves the deleted secret information plus its attributes,keyvault secret show-deleted
Deletes a secret from a specified key vault,keyvault secret delete
Permanently deletes the specified secret,keyvault secret purge
Recovers the deleted secret back to its current version under /secrets,keyvault secret recover
Download a secret from a KeyVault,keyvault secret download
Requests that a backup of the specified secret be downloaded to the client,keyvault secret backup
Restores a backed up secret to a vault,keyvault secret restore
Create a Key Vault certificate,keyvault certificate create
List certificates in a specified key vault,keyvault certificate list
List the versions of a certificate,keyvault certificate list-versions
"Lists the deleted certificates in the specified vault, currently available for recovery",keyvault certificate list-deleted
Gets information about a specified certificate,keyvault certificate show
Retrieves information about the specified deleted certificate,keyvault certificate show-deleted
Deletes a certificate from a specified key vault,keyvault certificate delete
Permanently deletes the specified deleted certificate,keyvault certificate purge
Recovers the deleted certificate back to its current version under /certificates,keyvault certificate recover
Updates the specified attributes associated with the given certificate,keyvault certificate set-attributes
Import a certificate into KeyVault,keyvault certificate import
Download the public portion of a Key Vault certificate,keyvault certificate download
Get the default policy for self-signed certificates,keyvault certificate get-default-policy
Merges a certificate or a certificate chain with a key pair existing on the server,keyvault certificate pending merge
Gets the operation associated with a specified certificate,keyvault certificate pending show
Deletes the operation for a specified certificate,keyvault certificate pending delete
Lists the certificate contacts for a specified key vault,keyvault certificate contact list
Add a contact to the specified vault to receive notifications of certificate operations,keyvault certificate contact add
Remove a certificate contact from the specified vault,keyvault certificate contact delete
Update a certificate issuer record,keyvault certificate issuer update
List certificate issuers for a specified key vault,keyvault certificate issuer list
Create a certificate issuer record,keyvault certificate issuer create
Lists the specified certificate issuer,keyvault certificate issuer show
Deletes the specified certificate issuer,keyvault certificate issuer delete
List admins for a specified certificate issuer,keyvault certificate issuer admin list
Add admin details for a specified certificate issuer,keyvault certificate issuer admin add
Remove admin details for the specified certificate issuer,keyvault certificate issuer admin delete
Get virtual machine,lab vm show
Delete virtual machine,lab vm delete
Start a virtual machine,lab vm start
Stop a virtual machine This operation can take a while to complete,lab vm stop
Apply artifacts to a virtual machine in Azure DevTest Lab,lab vm apply-artifacts
List the VMs in an Azure DevTest Lab,lab vm list
Claim a virtual machine from the Lab,lab vm claim
Create a VM in a lab,lab vm create
Get lab,lab get
Delete lab,lab delete
Get custom image,lab custom-image show
List custom images in a given lab,lab custom-image list
Delete custom image,lab custom-image delete
Create a custom image in a DevTest Lab,lab custom-image create
List gallery images in a given lab,lab gallery-image list
List artifacts in a given artifact source,lab artifact list
List artifact sources in a given lab,lab artifact-source list
Get artifact source,lab artifact-source show
List virtual networks in a given lab,lab vnet list
Get virtual network,lab vnet get
Show formulae from an Azure DevTest Lab,lab formula show
List formulas in a given lab,lab formula list
Delete formula,lab formula delete
Export artifacts from a formula,lab formula export-artifacts
Set a secret for a lab,lab secret set
Get secret,lab secret show
List secrets in a given user profile,lab secret list
Delete secret,lab secret delete
Get the details for an environment of a lab,lab environment show
List environments in a lab,lab environment list
Delete an environment from a lab,lab environment delete
Create an environment in a lab,lab environment create
List azure resource manager templates in a given artifact source,lab arm-template list
Get the details of an ARM template in a lab,lab arm-template show
Show the details of a maps account,maps account show
Show all maps accounts in a subscription or in a resource group,maps account list
Create a maps account,maps account create
Delete a maps account,maps account delete
Update the properties of a maps account,maps account update
Renew either the primary or secondary key for use with the Maps APIs,maps account keys renew
List the keys to use with the Maps APIs,maps account keys list
Show the details of an action group,monitor action-group show
Create a new action group,monitor action-group create
Delete an action group,monitor action-group delete
Enable a receiver in an action group,monitor action-group enable-receiver
List action groups under a resource group or the current subscription,monitor action-group list
Update an action group,monitor action-group update
Provides the list of activity log,monitor activity-log list
List the event categories of activity logs,monitor activity-log list-categories
List activity log alerts under a resource group or the current subscription,monitor activity-log alert list
Create a default activity log alert,monitor activity-log alert create
Get an activity log alert,monitor activity-log alert show
Delete an activity log alert,monitor activity-log alert delete
Update the details of this activity log alert,monitor activity-log alert update
Add action groups to this activity log alert,monitor activity-log alert action-group add
Remove action groups from this activity log alert,monitor activity-log alert action-group remove
Add scopes to this activity log alert,monitor activity-log alert scope add
Removes scopes from this activity log alert,monitor activity-log alert scope remove
Create a metric-based alert rule,monitor alert create
Delete an alert rule,monitor alert delete
Show an alert rule,monitor alert show
List alert rules in a resource group,monitor alert list
Get the details of an alert rule incident,monitor alert show-incident
List all incidents for an alert rule,monitor alert list-incidents
Update a metric-based alert rule,monitor alert update
Create new autoscale settings,monitor autoscale create
Update autoscale settings,monitor autoscale update
Deletes and autoscale setting,monitor autoscale delete
Show autoscale setting details,monitor autoscale show
Lists the autoscale settings for a resource group,monitor autoscale list
Create a fixed or recurring autoscale profile,monitor autoscale profile create
List autoscale profiles,monitor autoscale profile list
Show details of an autoscale profile,monitor autoscale profile show
Delete an autoscale profile,monitor autoscale profile delete
Look up time zone information,monitor autoscale profile list-timezones
Add a new autoscale rule,monitor autoscale rule create
List autoscale rules for a profile,monitor autoscale rule list
Remove autoscale rules from a profile,monitor autoscale rule delete
Copy autoscale rules from one profile to another,monitor autoscale rule copy
Creates or updates an autoscale setting,monitor autoscale-settings create
Deletes and autoscale setting,monitor autoscale-settings delete
Gets an autoscale setting,monitor autoscale-settings show
Lists the autoscale settings for a resource group,monitor autoscale-settings list
Scaffold fully formed autoscale-settings' parameters as json template ,monitor autoscale-settings get-parameters-template
Updates an autoscale setting,monitor autoscale-settings update
Create diagnostic settings for the specified resource,monitor diagnostic-settings create
Gets the active diagnostic settings for the specified resource,monitor diagnostic-settings show
Gets the active diagnostic settings list for the specified resource,monitor diagnostic-settings list
Deletes existing diagnostic settings for the specified resource,monitor diagnostic-settings delete
Update diagnostic settings,monitor diagnostic-settings update
Gets the diagnostic settings category for the specified resource,monitor diagnostic-settings categories show
Lists the diagnostic settings categories for the specified resource,monitor diagnostic-settings categories list
Create a log profile,monitor log-profiles create
Deletes the log profile,monitor log-profiles delete
Gets the log profile,monitor log-profiles show
List the log profiles,monitor log-profiles list
Update a log profile,monitor log-profiles update
List the metric values for a resource,monitor metrics list
Lists the metric definitions for the resource,monitor metrics list-definitions
List the number of network resources in a region that are used against a subscription quota,network list-usages
Create an application gateway,network application-gateway create
Delete an application gateway,network application-gateway delete
Get the details of an application gateway,network application-gateway show
List application gateways,network application-gateway list
Start an application gateway,network application-gateway start
Stop an application gateway,network application-gateway stop
Get information on the backend health of an application gateway,network application-gateway show-backend-health
Update an application gateway,network application-gateway update
Place the CLI in a waiting state until a condition of the application gateway is met,network application-gateway wait
List authorization certificates,network application-gateway auth-cert list
Show an authorization certificate,network application-gateway auth-cert show
Delete an authorization certificate,network application-gateway auth-cert delete
Create an authorization certificate,network application-gateway auth-cert create
Update an authorization certificate,network application-gateway auth-cert update
List SSL certificates,network application-gateway ssl-cert list
Get the details of an SSL certificate,network application-gateway ssl-cert show
Delete an SSL certificate,network application-gateway ssl-cert delete
Upload an SSL certificate,network application-gateway ssl-cert create
Update an SSL certificate,network application-gateway ssl-cert update
List frontend IP addresses,network application-gateway frontend-ip list
Get the details of a frontend IP address,network application-gateway frontend-ip show
Delete a frontend IP address,network application-gateway frontend-ip delete
Create a frontend IP address,network application-gateway frontend-ip create
Update a frontend IP address,network application-gateway frontend-ip update
List frontend ports,network application-gateway frontend-port list
Get the details of a frontend port,network application-gateway frontend-port show
Delete a frontend port,network application-gateway frontend-port delete
Create a frontend port,network application-gateway frontend-port create
Update a frontend port,network application-gateway frontend-port update
List address pools,network application-gateway address-pool list
Get the details of an address pool,network application-gateway address-pool show
Delete an address pool,network application-gateway address-pool delete
Create an address pool,network application-gateway address-pool create
Update an address pool,network application-gateway address-pool update
List HTTP settings,network application-gateway http-settings list
Get the details of a gateway's HTTP settings,network application-gateway http-settings show
Delete HTTP settings,network application-gateway http-settings delete
Create HTTP settings,network application-gateway http-settings create
Update HTTP settings,network application-gateway http-settings update
List HTTP listeners,network application-gateway http-listener list
Get the details of an HTTP listener,network application-gateway http-listener show
Delete an HTTP listener,network application-gateway http-listener delete
Create an HTTP listener,network application-gateway http-listener create
Update an HTTP listener,network application-gateway http-listener update
List rules,network application-gateway rule list
Get the details of a rule,network application-gateway rule show
Delete a rule,network application-gateway rule delete
Create a rule,network application-gateway rule create
Update a rule,network application-gateway rule update
List probes,network application-gateway probe list
Get the details of a probe,network application-gateway probe show
Delete a probe,network application-gateway probe delete
Create a probe,network application-gateway probe create
Update a probe,network application-gateway probe update
List URL path maps,network application-gateway url-path-map list
Get the details of a URL path map,network application-gateway url-path-map show
Delete a URL path map,network application-gateway url-path-map delete
Create a URL path map,network application-gateway url-path-map create
Update a URL path map,network application-gateway url-path-map update
List redirect configurations,network application-gateway redirect-config list
Get the details of a redirect configuration,network application-gateway redirect-config show
Delete a redirect configuration,network application-gateway redirect-config delete
Create a redirect configuration,network application-gateway redirect-config create
Update a redirect configuration,network application-gateway redirect-config update
Update or clear SSL policy settings,network application-gateway ssl-policy set
Get the details of gateway's SSL policy settings,network application-gateway ssl-policy show
Lists available SSL options for configuring SSL policy,network application-gateway ssl-policy list-options
Lists all SSL predefined policies for configuring SSL policy,network application-gateway ssl-policy predefined list
Gets SSL predefined policy with the specified policy name,network application-gateway ssl-policy predefined show
Create a rule for a URL path map,network application-gateway url-path-map rule create
Delete a rule of a URL path map,network application-gateway url-path-map rule delete
Update the firewall configuration of a web application,network application-gateway waf-config set
Get the firewall configuration of a web application,network application-gateway waf-config show
"Get information on available WAF rule sets, rule groups, and rule IDs",network application-gateway waf-config list-rule-sets
Create an application security group,network asg create
Get details of an application security group,network asg show
List all application security groups in a subscription,network asg list
Delete an application security group,network asg delete
Update an application security group,network asg update
Create a DDoS protection plan,network ddos-protection create
Delete a DDoS protection plan,network ddos-protection delete
List DDoS protection plans,network ddos-protection list
Show details of a DDoS protection plan,network ddos-protection show
Update a DDoS protection plan,network ddos-protection update
Delete a DNS zone and all associated records,network dns zone delete
Get a DNS zone parameters,network dns zone show
List DNS zones,network dns zone list
Create a DNS zone using a DNS zone file,network dns zone import
Export a DNS zone as a DNS zone file,network dns zone export
Create a DNS zone,network dns zone create
Update a DNS zone properties,network dns zone update
List all record sets within a DNS zone,network dns record-set list
Get the details of an A record set,network dns record-set a show
Delete an A record set and all associated records,network dns record-set a delete
List all A record sets in a zone,network dns record-set a list
Create an empty A record set,network dns record-set a create
Add an A record,network dns record-set a add-record
Remove an A record from its record set,network dns record-set a remove-record
Update an A record set,network dns record-set a update
Get the details of an AAAA record set,network dns record-set aaaa show
Delete an AAAA record set and all associated records,network dns record-set aaaa delete
List all AAAA record sets in a zone,network dns record-set aaaa list
Create an empty AAAA record set,network dns record-set aaaa create
Add an AAAA record,network dns record-set aaaa add-record
Remove AAAA record from its record set,network dns record-set aaaa remove-record
Update an AAAA record set,network dns record-set aaaa update
Get the details of an MX record set,network dns record-set mx show
Delete an MX record set and all associated records,network dns record-set mx delete
List all MX record sets in a zone,network dns record-set mx list
Create an empty MX record set,network dns record-set mx create
Add an MX record,network dns record-set mx add-record
Remove an MX record from its record set,network dns record-set mx remove-record
Update an MX record set,network dns record-set mx update
Get the details of an NS record set,network dns record-set ns show
Delete an NS record set and all associated records,network dns record-set ns delete
List all NS record sets in a zone,network dns record-set ns list
Create an empty NS record set,network dns record-set ns create
Add an NS record,network dns record-set ns add-record
Remove an NS record from its record set,network dns record-set ns remove-record
Update an NS record set,network dns record-set ns update
Get the details of a PTR record set,network dns record-set ptr show
Delete a PTR record set and all associated records,network dns record-set ptr delete
List all PTR record sets in a zone,network dns record-set ptr list
Create an empty PTR record set,network dns record-set ptr create
Add a PTR record,network dns record-set ptr add-record
Remove a PTR record from its record set,network dns record-set ptr remove-record
Update a PTR record set,network dns record-set ptr update
Get the details of an SRV record set,network dns record-set srv show
Delete an SRV record set and all associated records,network dns record-set srv delete
List all SRV record sets in a zone,network dns record-set srv list
Create an empty SRV record set,network dns record-set srv create
Add an SRV record,network dns record-set srv add-record
Remove an SRV record from its record set,network dns record-set srv remove-record
Update an SRV record set,network dns record-set srv update
Get the details of a TXT record set,network dns record-set txt show
Delete a TXT record set and all associated records,network dns record-set txt delete
List all TXT record sets in a zone,network dns record-set txt list
Create an empty TXT record set,network dns record-set txt create
Add a TXT record,network dns record-set txt add-record
Remove a TXT record from its record set,network dns record-set txt remove-record
Update a TXT record set,network dns record-set txt update
Get the details of a CAA record set,network dns record-set caa show
Delete a CAA record set and all associated records,network dns record-set caa delete
List all CAA record sets in a zone,network dns record-set caa list
Create an empty CAA record set,network dns record-set caa create
Add a CAA record,network dns record-set caa add-record
Remove a CAA record from its record set,network dns record-set caa remove-record
Update a CAA record set,network dns record-set caa update
Get the details of an SOA record,network dns record-set soa show
Update properties of an SOA record,network dns record-set soa update
Get the details of a CNAME record set,network dns record-set cname show
Delete a CNAME record set and its associated record,network dns record-set cname delete
List the CNAME record set in a zone,network dns record-set cname list
Create an empty CNAME record set,network dns record-set cname create
Set the value of a CNAME record,network dns record-set cname set-record
Remove a CNAME record from its record set,network dns record-set cname remove-record
Delete an ExpressRoute circuit,network express-route delete
Get the details of an ExpressRoute circuit,network express-route show
Get the statistics of an ExpressRoute circuit,network express-route get-stats
Show the current Address Resolution Protocol (ARP) table of an ExpressRoute circuit,network express-route list-arp-tables
Show the current routing table of an ExpressRoute circuit peering,network express-route list-route-tables
Create an ExpressRoute circuit,network express-route create
List all ExpressRoute circuits for the current subscription,network express-route list
List available ExpressRoute service providers,network express-route list-service-providers
Update settings of an ExpressRoute circuit,network express-route update
Place the CLI in a waiting state until a condition of the ExpressRoute is met,network express-route wait
Create a new link authorization for an ExpressRoute circuit,network express-route auth create
Delete a link authorization of an ExpressRoute circuit,network express-route auth delete
Get the details of a link authorization of an ExpressRoute circuit,network express-route auth show
List link authorizations of an ExpressRoute circuit,network express-route auth list
Create peering settings for an ExpressRoute circuit,network express-route peering create
Delete peering settings,network express-route peering delete
Get the details of an express route peering,network express-route peering show
List peering settings of an ExpressRoute circuit,network express-route peering list
Update peering settings of an ExpressRoute circuit,network express-route peering update
Get the details of a load balancer,network lb show
Create a load balancer,network lb create
Delete a load balancer,network lb delete
List load balancers,network lb list
Update a load balancer,network lb update
List frontend IP addresses,network lb frontend-ip list
Get the details of a frontend IP address,network lb frontend-ip show
Delete a frontend IP address,network lb frontend-ip delete
List inbound NAT rules,network lb inbound-nat-rule list
Get the details of an inbound NAT rule,network lb inbound-nat-rule show
Delete an inbound NAT rule,network lb inbound-nat-rule delete
List inbound NAT address pools,network lb inbound-nat-pool list
Get the details of an inbound NAT address pool,network lb inbound-nat-pool show
Delete an inbound NAT address pool,network lb inbound-nat-pool delete
List address pools,network lb address-pool list
Get the details of an address pool,network lb address-pool show
Delete an address pool,network lb address-pool delete
List load balancing rules,network lb rule list
Get the details of a load balancing rule,network lb rule show
Delete a load balancing rule,network lb rule delete
List probes,network lb probe list
Get the details of a probe,network lb probe show
Delete a probe,network lb probe delete
Create a frontend IP address,network lb frontend-ip create
Update a frontend IP address,network lb frontend-ip update
Create an inbound NAT rule,network lb inbound-nat-rule create
Update an inbound NAT rule,network lb inbound-nat-rule update
Create an inbound NAT address pool,network lb inbound-nat-pool create
Update an inbound NAT address pool,network lb inbound-nat-pool update
Create an address pool,network lb address-pool create
Create a load balancing rule,network lb rule create
Update a load balancing rule,network lb rule update
Create a probe,network lb probe create
Update a probe,network lb probe update
Delete a local VPN gateway,network local-gateway delete
Get the details of a local VPN gateway,network local-gateway show
List all local VPN gateways in a resource group,network local-gateway list
Create a local VPN gateway,network local-gateway create
Update a local VPN gateway,network local-gateway update
Place the CLI in a waiting state until a condition of the local gateway is met,network local-gateway wait
Create a network interface,network nic create
Delete a network interface,network nic delete
Get the details of a network interface,network nic show
List network interfaces,network nic list
Show the effective route table applied to a network interface,network nic show-effective-route-table
List all effective network security groups applied to a network interface,network nic list-effective-nsg
Update a network interface,network nic update
Create an IP configuration,network nic ip-config create
Update an IP configuration,network nic ip-config update
List the IP configurations of a NIC,network nic ip-config list
Show the details of an IP configuration,network nic ip-config show
Delete an IP configuration,network nic ip-config delete
Add an address pool to an IP configuration,network nic ip-config address-pool add
Remove an address pool of an IP configuration,network nic ip-config address-pool remove
Add an inbound NAT rule to an IP configuration,network nic ip-config inbound-nat-rule add
Remove an inbound NAT rule of an IP configuration,network nic ip-config inbound-nat-rule remove
Delete a network security group,network nsg delete
Get information about a network security group,network nsg show
List network security groups,network nsg list
Create a network security group,network nsg create
Update a network security group,network nsg update
Delete a network security group rule,network nsg rule delete
Get the details of a network security group rule,network nsg rule show
List all rules in a network security group,network nsg rule list
Create a network security group rule,network nsg rule create
Update a network security group rule,network nsg rule update
Configure the Network Watcher service for different regions,network watcher configure
List Network Watchers,network watcher list
Test IP flow to/from a VM given the currently configured network security group rules,network watcher test-ip-flow
(PREVIEW) Test if a connection can be established between a Virtual Machine and a given endpoint,network watcher test-connectivity
Get information on the 'next hop' of a VM,network watcher show-next-hop
Get detailed security information on a VM for the currently configured network security group,network watcher show-security-group-view
"Get the network topology of a resource group, virtual network or subnet",network watcher show-topology
Create a connection monitor,network watcher connection-monitor create
Delete a connection monitor for the given region,network watcher connection-monitor delete
Shows a connection monitor by name,network watcher connection-monitor show
Stop the specified connection monitor,network watcher connection-monitor stop
Start the specified connection monitor,network watcher connection-monitor start
Query a snapshot of the most recent connection state of a connection monitor,network watcher connection-monitor query
List connection monitors for the given region,network watcher connection-monitor list
Create and start a packet capture session,network watcher packet-capture create
Show details of a packet capture session,network watcher packet-capture show
Show the status of a packet capture session,network watcher packet-capture show-status
Delete a packet capture session,network watcher packet-capture delete
Stop a running packet capture session,network watcher packet-capture stop
List all packet capture sessions within a resource group,network watcher packet-capture list
Configure flow logging on a network security group,network watcher flow-log configure
Get the flow log configuration of a network security group,network watcher flow-log show
Troubleshoot issues with VPN connections or gateway connectivity,network watcher troubleshooting start
Get the results of the last troubleshooting operation,network watcher troubleshooting show
Delete a public IP address,network public-ip delete
Get the details of a public IP address,network public-ip show
List public IP addresses,network public-ip list
Create a public IP address,network public-ip create
Update a public IP address,network public-ip update
Create a route filter,network route-filter create
List route filters,network route-filter list
Get the details of a route filter,network route-filter show
Delete a route filter,network route-filter delete
Update a route filter,network route-filter update
Create a rule in a route filter,network route-filter rule create
List rules in a route filter,network route-filter rule list
Get the details of a rule in a route filter,network route-filter rule show
Delete a rule from a route filter,network route-filter rule delete
Update a rule in a route filter,network route-filter rule update
Gets all the available BGP service communities,network route-filter rule list-service-communities
Create a route table,network route-table create
Delete a route table,network route-table delete
Get the details of a route table,network route-table show
List route tables,network route-table list
Update a route table,network route-table update
Create a route in a route table,network route-table route create
Delete a route from a route table,network route-table route delete
Get the details of a route in a route table,network route-table route show
List routes in a route table,network route-table route list
Update a route in a route table,network route-table route update
Check the availability of a relative DNS name,network traffic-manager profile check-dns
Get the details of a traffic manager profile,network traffic-manager profile show
Delete a traffic manager profile,network traffic-manager profile delete
List traffic manager profiles,network traffic-manager profile list
Create a traffic manager profile,network traffic-manager profile create
Update a traffic manager profile,network traffic-manager profile update
Get the details of a traffic manager endpoint,network traffic-manager endpoint show
Delete a traffic manager endpoint,network traffic-manager endpoint delete
Create a traffic manager endpoint,network traffic-manager endpoint create
List traffic manager endpoints,network traffic-manager endpoint list
Update a traffic manager endpoint,network traffic-manager endpoint update
Get the default geographic hierarchy used by the geographic traffic routing method,network traffic-manager endpoint show-geographic-hierarchy
Delete a virtual network,network vnet delete
Get the details of a virtual network,network vnet show
List virtual networks,network vnet list
Check if a private IP address is available for use within a virtual network,network vnet check-ip-address
Create a virtual network,network vnet create
Update a virtual network,network vnet update
List which services support VNET service tunneling in a given region,network vnet list-endpoint-services
Create a virtual network peering connection,network vnet peering create
Show details of a peering,network vnet peering show
List peerings,network vnet peering list
Delete a peering,network vnet peering delete
Update a peering,network vnet peering update
Delete a subnet,network vnet subnet delete
Show details of a subnet,network vnet subnet show
List the subnets in a virtual network,network vnet subnet list
