text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples,
write,write,VERB,VBG,pcomp,True,False,25,[u'A boolean value that indicates whether Express Entities are enabled An express topic holds a message in memory temporarily before writing it to persistent storage ', u'Create a device authenticating with a self signed X 509 certificate and write the certificate to path to output ']
auto,auto,VERB,VB,conj,True,False,25,[u'by doing this extension system will not pick the highest minor version for the specified version number and will not auto update to the latest build revision number on any scale set updates in future ', u'Gets the result of evaluating an automatic scaling formula on the pool This API is primarily for validating an autoscale formula as it simply returns the result without applying the formula to the pool The pool must have auto scaling enabled in order to evaluate a formula ']
regenerate,regenerate,VERB,VBZ,ROOT,True,False,23,[u'Regenerates one of the access keys for the specified storage account ', u'The key to regenerate ']
trigger,trigger,VERB,VB,relcl,True,False,23,[u'Numeric threshold at which to trigger the alert ', u'Email the service owners if an alert is triggered ']
forward,forward,VERB,VBN,ROOT,True,False,23,[u'The IP address packets should be forwarded to when using the VirtualAppliance hop type ', u'The time interval starting from the time at which the schedule indicates a job should be created within which a job must be created If a job is not created within the startWindow interval then the opportunity is lost no job will be created until the next recurrence of the schedule If the schedule is recurring and the startWindow is longer than the recurrence interval then this is equivalent to an infinite startWindow because the job that is due in one recurrenceInterval is not carried forward into the next recurrence interval The default is infinite The minimum value is 1 minute If you specify a lower value the Batch service rejects the schedule with an error if you are calling the REST API directly the HTTP status code is 400 Bad Request Expected format is an ISO 8601 duration ']
combine,combine,VERB,VBN,ccomp,True,False,23,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
export,export,VERB,VB,compound,True,False,23,[u'Whether or not to export parameters template ', u'Export artifacts from a formula ']
register,register,VERB,VB,ROOT,True,False,22,[u'Register a provider ', u'If true web app hostname is not registered with DNS on creation']
retain,retain,VERB,VBN,relcl,True,False,22,[u'Deletes a job Deleting a job also deletes all tasks that are part of that job and all job statistics This also overrides the retention period for task data that is if the job contains tasks which are still retained on compute nodes the Batch services deletes those tasks working directories and all their contents When a Delete Job request is received the Batch service sets the job to the deleting state All update operations on a job that is in deleting state will fail with status code 409 Conflict with additional information indicating that the job is being deleted ', u'Number of days that soft deleted blob will be retained Must be in range 1 365 ']
view,view,VERB,VB,ROOT,True,False,22,[u'View the details of a VPN connection ', u'View statistics of all jobs under a Batch account ']
become,become,VERB,VBZ,relcl,True,False,22,[u'Specifies the UTC datetime Y m d T H M Z at which the SAS becomes invalid Do not use if a stored access policy is referenced with id that specifies this value ', u'Specifies the UTC datetime Y m d T H M Z at which the SAS becomes valid Do not use if a stored access policy is referenced with id that specifies this value Defaults to the time of the request ']
provision,provision,VERB,VBG,compound,True,False,21,[u'Update Allocation Policy to GeoLatency of an Azure IoT Hub device provisioning service MyDps ', u'Pause executing next line of CLI script until the ExpressRoute circuit is successfully provisioned ']
open,open,VERB,VBZ,ROOT,True,False,21,[u'Opens a VM to inbound traffic on specified ports ', u'The port or port range ex 80 100 to open inbound traffic to Use to allow traffic to all ports ']
remain,remain,VERB,VB,ccomp,True,False,21,[u'Adds a new message to the back of the message queue The visibility timeout specifies the time that the message will be invisible After the timeout expires the message will become visible If a visibility timeout is not specified the default value of 0 is used The message time to live specifies how long a message will remain in the queue The message will be deleted from the queue when the time to live period expires If the key encryption key field is set on the local service object this method will encrypt the content before uploading ', u'A time after which no job will be created under this job schedule The schedule will move to the completed state as soon as this deadline is past and there is no active job under this job schedule If you do not specify a doNotRunAfter time and you are creating a recurring job schedule the job schedule will remain active until you explicitly terminate it Expected format is an ISO 8601 timestamp ']
process,process,VERB,VB,pcomp,True,False,21,[u'Conveys additional information about how to process the response payload and can also be used to attach additional metadata ', u'Conveys additional information about how to process the response payload and can also be used to attach additional metadata ']
release,release,VERB,VB,ROOT,True,False,20,[u'Release the lease The lease may be released if the lease_id specified matches that associated with the container Releasing the lease allows another client to immediately acquire the lease for the container as soon as the release is complete ', u'Release the lease The lease may be released if the lease_id specified matches that associated with the container Releasing the lease allows another client to immediately acquire the lease for the container as soon as the release is complete ']
depend,depend,VERB,VBZ,ROOT,True,False,20,[u'0 based logical unit number LUN Max value depends on the Virtual Machine size ', u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ']
block,block,VERB,VB,conj,True,False,20,[u'Defaults to page for vhd files or block otherwise The setting will override blob types for every file ', u'List of CIDR block prefixes representing the address space of the OnPremise VPN s subnet ']
invoke,invoke,VERB,VB,ccomp,True,False,20,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'Invoke an action on the resource ']
connect,connect,VERB,VBG,pcomp,True,False,20,[u'Protocols to use for connecting', u'Radius server address to connect to ']
make,make,VERB,VBN,acl,True,False,19,[u'Only permit requests made with the HTTPS protocol If omitted requests from both the HTTP and HTTPS protocol are permitted ', u'Only permit requests made with the HTTPS protocol If omitted requests from both the HTTP and HTTPS protocol are permitted ']
throw,throw,VERB,VB,xcomp,True,False,19,[u' specify whether to throw an exception when the directory exists False by default ', u'Throw an exception if the container already exists ']
receive,receive,VERB,VBN,advcl,True,False,19,[u'Deletes a job Deleting a job also deletes all tasks that are part of that job and all job statistics This also overrides the retention period for task data that is if the job contains tasks which are still retained on compute nodes the Batch services deletes those tasks working directories and all their contents When a Delete Job request is received the Batch service sets the job to the deleting state All update operations on a job that is in deleting state will fail with status code 409 Conflict with additional information indicating that the job is being deleted ', u'File to receive the secret contents ']
install,install,VERB,VBZ,relcl,True,False,18,[u'URL of a Helm chart that installs ACI Connector ', u'Install support for deploying ACIs of this operating system type ']
satisfy,satisfy,VERB,VBZ,advcl,True,False,18,[u'Wait until the condition satisfies a custom JMESPath query E g provisioningState InProgress instanceView statuses code PowerState running ', u'Wait until the condition satisfies a custom JMESPath query E g provisioningState InProgress instanceView statuses code PowerState running ']
validate,validate,VERB,VBG,pcomp,True,False,18,[u'Gets the result of evaluating an automatic scaling formula on the pool This API is primarily for validating an autoscale formula as it simply returns the result without applying the formula to the pool The pool must have auto scaling enabled in order to evaluate a formula ', u'The formula for the desired number of compute nodes in the pool The formula is validated and its results calculated but it is not applied to the pool To apply the formula to the pool Enable automatic scaling on a pool For more information about specifying this formula see Automatically scale compute nodes in an Azure Batch pool https azure microsoft com en us documentation articles batch automatic scaling ']
overwritt,overwritt,VERB,VBG,xcomp,True,False,17,[u'The etag of the record set Omit this value to always overwrite the current record set Specify the last seen etag value to prevent accidentally overwritting any concurrent changes ', u'The etag of the record set Omit this value to always overwrite the current record set Specify the last seen etag value to prevent accidentally overwritting any concurrent changes ']
pass,pass,VERB,VBG,pcomp,True,False,17,[u'The action the Batch service should take when all tasks in the job are in the completed state If omitted the completion behavior is set to noaction If the current value is terminatejob this is an error because a job s completion behavior may not be changed from terminatejob to noaction You may not change the value from terminatejob to noaction that is once you have engaged automatic job termination you cannot turn it off again If you try to do this the request fails and Batch returns status code 400 Bad Request and an invalid property value error response If you do not specify this element in a PUT request it is equivalent to passing noaction This is an error if the current value is terminatejob ', u'JSON encoded parameter arguments for the action that will be passed along in the post request body Use file to load from a file ']
replace,replace,VERB,VB,ROOT,True,False,16,[u'Replace the existing access control list for a file or folder ', u'Updates an existing entity in a table Throws if the entity does not exist The update_entity operation replaces the entire entity and can be used to remove properties ']
resize,resize,VERB,VBN,conj,True,False,16,[u'Gets the approximate size of the data stored on the share rounded up to the nearest gigabyte Note that this value may not include all recently created or recently resized files ', u'Enables automatic scaling for a pool You cannot enable automatic scaling on a pool if a resize operation is in progress on the pool If automatic scaling of the pool is currently disabled you must specify a valid autoscale formula as part of the request If automatic scaling of the pool is already enabled you may specify a new autoscale formula and or a new evaluation interval You cannot call this API for the same pool more than once every 30 seconds ']
move,move,VERB,VB,acl,True,False,16,[u'The name or resource id of the elastic pool to move the database into ', u'Moves resources from one resource group to another can be under different subscription ']
desire,desire,VERB,VBN,amod,True,False,15,[u'The formula for the desired number of compute nodes in the pool The formula is validated and its results calculated but it is not applied to the pool To apply the formula to the pool Enable automatic scaling on a pool For more information about specifying this formula see Automatically scale compute nodes in an Azure Batch pool https azure microsoft com en us documentation articles batch automatic scaling ', u'The desired commitment tier for this account to use ']
encrypt,encrypt,VERB,VB,xcomp,True,False,15,[u'Specifies which service s to encrypt ', u'If the private key in certificate is encrypted the password used for encryption ']
instal,instal,VERB,VBN,amod,True,False,15,[u'List the installed extensions ', u'A list of application packages that the Batch service will deploy to the compute node before running the command line Application packages are downloaded and deployed to a shared directory not the task working directory Therefore if a referenced package is already on the compute node and is up to date then it is not re downloaded the existing copy on the compute node is used If a referenced application package cannot be installed for example because the package has been deleted or because download failed the task fails Space separated application IDs with optional version in id version format ']
miss,miss,VERB,VBG,advcl,True,False,15,[u'Generate SSH public and private key files in ssh directory if missing ', u'The key vault containing the key encryption key used to encrypt the disk encryption key If missing CLI will use disk encryption keyvault ']
recur,recur,VERB,VBG,amod,True,False,15,[u'The time interval between the start times of two successive jobs under the job schedule A job schedule can have at most one active job under it at any given time Because a job schedule can have at most one active job under it at any given time if it is time to create a new job under a job schedule but the previous job is still running the Batch service will not create the new job until the previous job finishes If the previous job does not finish within the startWindow period of the new recurrenceInterval then no new job will be scheduled for that interval For recurring jobs you should normally specify a jobManagerTask in the jobSpecification If you do not use jobManagerTask you will need an external process to monitor when jobs are created add tasks to the jobs and terminate the jobs ready for the next recurrence The default is that the schedule does not recur one job is created within the startWindow after the doNotRunUntil time and the schedule is complete as soon as that job finishes The minimum value is 1 minute If you specify a lower value the Batch service rejects the schedule with an error if you are calling the REST API directly the HTTP status code is 400 Bad Request Expected format is an ISO 8601 duration ', u'The time interval between the start times of two successive jobs under the job schedule A job schedule can have at most one active job under it at any given time Because a job schedule can have at most one active job under it at any given time if it is time to create a new job under a job schedule but the previous job is still running the Batch service will not create the new job until the previous job finishes If the previous job does not finish within the startWindow period of the new recurrenceInterval then no new job will be scheduled for that interval For recurring jobs you should normally specify a jobManagerTask in the jobSpecification If you do not use jobManagerTask you will need an external process to monitor when jobs are created add tasks to the jobs and terminate the jobs ready for the next recurrence The default is that the schedule does not recur one job is created within the startWindow after the doNotRunUntil time and the schedule is complete as soon as that job finishes The minimum value is 1 minute If you specify a lower value the Batch service rejects the schedule with an error if you are calling the REST API directly the HTTP status code is 400 Bad Request Expected format is an ISO 8601 duration ']
renew,renew,VERB,VBZ,ROOT,True,False,14,[u'Renews the lease The lease can be renewed if the lease ID specified on the request matches that associated with the blob Note that the lease may be renewed even if it has expired as long as the blob has not been modified or leased again since the expiration of that lease When you renew a lease the lease duration clock resets ', u'Renews the lease The lease can be renewed if the lease ID specified on the request matches that associated with the blob Note that the lease may be renewed even if it has expired as long as the blob has not been modified or leased again since the expiration of that lease When you renew a lease the lease duration clock resets ']
identify,identify,VERB,VBZ,relcl,True,False,14,[u'A string that uniquely identifies the job within the account The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters The ID is case preserving and case insensitive that is you may not have two IDs within an account that differ only by case ', u'A string that uniquely identifies the Job Manager task within the job The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters ']
offer,offer,VERB,VB,ROOT,True,False,14,[u'Offer Throughput', u'Image offer name partial name is accepted']
stream,stream,VERB,VB,xcomp,True,False,14,[u'Indicate to stream the tailing logs', u'Manage streaming endpoints for an Azure Media Service account ']
refer,refer,VERB,VBZ,ROOT,True,False,14,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'Lists all of the tasks that are associated with the specified job For multi instance tasks information such as affinityId executionInfo and nodeInfo refer to the primary task Use the list subtasks API to retrieve information about subtasks ']
keep,keep,VERB,VB,ROOT,True,False,14,[u'Keep the empty record set if the last record is removed ', u'Keep the empty record set if the last record is removed ']
deploy,deploy,VERB,VBG,pcomp,True,False,14,[u'Install support for deploying ACIs of this operating system type ', u'A list of application packages that the Batch service will deploy to the compute node before running the command line Application packages are downloaded and deployed to a shared directory not the task working directory Therefore if a referenced package is already on the compute node and is up to date then it is not re downloaded the existing copy on the compute node is used If a referenced application package cannot be installed for example because the package has been deleted or because download failed the task fails Space separated application IDs with optional version in id version format ']
verify,verify,VERB,VBN,ROOT,True,False,13,[u'The private IP address to be verified ', u'If true custom non azurewebsites net domains associated with web app are not verified']
maintain,maintain,VERB,VBZ,ROOT,True,False,13,[u'Retrieves statistics related to replication for the Queue service It is only available when read access geo redundant replication is enabled for the storage account With geo redundant replication Azure Storage maintains your data durable in two locations In both locations Azure Storage constantly maintains multiple healthy replicas of your data The location where you read create update or delete data is the primary storage account location The primary location exists in the region you choose at the time you create an account via the Azure Management Azure classic portal for example North Central US The location to which your data is replicated is the secondary location The secondary location is automatically determined based on the location of the primary it is in a second data center that resides in the same region as the primary location Read only access is available from the secondary location if read access geo redundant replication is enabled for your storage account ', u'Retrieves statistics related to replication for the Queue service It is only available when read access geo redundant replication is enabled for the storage account With geo redundant replication Azure Storage maintains your data durable in two locations In both locations Azure Storage constantly maintains multiple healthy replicas of your data The location where you read create update or delete data is the primary storage account location The primary location exists in the region you choose at the time you create an account via the Azure Management Azure classic portal for example North Central US The location to which your data is replicated is the secondary location The secondary location is automatically determined based on the location of the primary it is in a second data center that resides in the same region as the primary location Read only access is available from the secondary location if read access geo redundant replication is enabled for your storage account ']
patch,patch,VERB,VBG,compound,True,False,13,[u'Gets the patching schedule of a redis cache requires Premium SKU ', u'Gets the patching schedule of a redis cache requires Premium SKU ']
reject,reject,VERB,VBZ,ROOT,True,False,13,[u'The SSH public key that can be used for remote login to the compute node The public key should be compatible with OpenSSH encoding and should be base 64 encoded This property can be specified only for Linux nodes If this is specified for a Windows node then the Batch service rejects the request if you are calling the REST API directly the HTTP status code is 400 Bad Request ', u'The time interval at which to automatically adjust the pool size according to the autoscale formula The default value is 15 minutes The minimum and maximum value are 5 minutes and 168 hours respectively If you specify a value less than 5 minutes or greater than 168 hours the Batch service rejects the request with an invalid property value error if you are calling the REST API directly the HTTP status code is 400 Bad Request If you specify a new interval then the existing autoscale evaluation schedule will be stopped and a new autoscale evaluation schedule will be started with its starting time being the time when this request was issued ']
sort,sort,VERB,VBD,conj,True,False,13,[u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ', u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ']
mean,mean,VERB,VBZ,ROOT,True,False,12,[u'The end of the time range from which to upload Batch Service log file s Any log file containing a log message in the time range will be uploaded This means that the operation might retrieve more logs than have been requested since the entire log file is always uploaded but the operation should not retrieve fewer logs than have been requested If omitted the default is to upload all logs available after the startTime Expected format is an ISO 8601 timestamp ', u'The start of the time range from which to upload Batch Service log file s Any log file containing a log message in the time range will be uploaded This means that the operation might retrieve more logs than have been requested since the entire log file is always uploaded but the operation should not retrieve fewer logs than have been requested Expected format is an ISO 8601 timestamp ']
report,report,VERB,VBG,acl,True,False,12,[u'Include this flag to disable progress reporting for the command ', u'Include this flag to disable progress reporting for the command ']
protect,protect,VERB,VBN,acl,True,False,12,[u'BYOK file containing the key to be imported Must not be password protected ', u'List all items protected by a backup policy ']
skip,skip,VERB,VB,relcl,True,False,12,[u'The number of items to skip over before returning elements ', u'The number of items to skip over before returning elements ']
belong,belong,VERB,VBZ,advcl,True,False,12,[u'Storage account key Required if the storage account belongs to a different subscription Can be specified using AZURE_BATCHAI_STORAGE_KEY environment variable ', u'Name or ARM ID of the cluster to run the job You need to provide ARM ID if the cluster belongs to a different workspace ']
append,append,VERB,VB,ROOT,True,False,12,[u'Append the new credential instead of overwriting ', u'The max length in bytes permitted for an append blob ']
meet,meet,VERB,VBN,advcl,True,False,12,[u'Place the CLI in a waiting state until a deployment condition is met ', u'Place the CLI in a waiting state until a condition of the ExpressRoute is met ']
leave,leave,VERB,VBN,ccomp,True,False,11,[u'A list of name value pairs associated with the job schedule as metadata If you do not specify this element existing metadata is left unchanged Space separated values in key value format ', u'Aborts a pending copy_blob operation and leaves a destination blob with zero length and full metadata ']
occur,occur,VERB,VBZ,advcl,True,False,11,[u'Add an action to fire when a scaling event occurs ', u'List the Tasks within a Project Some tasks may have a status of Unknown which indicates that an error occurred while querying the status of that task ']
cancel,cancel,VERB,VBZ,ROOT,True,False,11,[u'Cancels the current virtual machine scale set rolling upgrade ', u'Cancel the failed certificate deletion operation ']
construct,construct,VERB,VBG,pcomp,True,False,11,[u'An OData filter clause For more information on constructing this filter see https docs microsoft com en us rest api batchservice odata filters in batch list pools ', u'An OData filter clause For more information on constructing this filter see https docs microsoft com en us rest api batchservice odata filters in batch list tasks ']
restart,restart,VERB,VB,ROOT,True,False,11,[u'Restart VMs ', u'Restart a VM ']
merge,merge,VERB,VBZ,ROOT,True,False,11,[u'Merges a certificate or a certificate chain with a key pair existing on the server The MergeCertificate operation performs the merging of a certificate or certificate chain with a key pair currently available in the service Authorization requires the certificates update permission ', u'File containing the certificate or certificate chain to merge ']
noaction,noaction,VERB,VB,xcomp,True,False,11,[u'The action the Batch service should take when all tasks in the job are in the completed state If omitted the completion behavior is set to noaction If the current value is terminatejob this is an error because a job s completion behavior may not be changed from terminatejob to noaction You may not change the value from terminatejob to noaction that is once you have engaged automatic job termination you cannot turn it off again If you try to do this the request fails and Batch returns status code 400 Bad Request and an invalid property value error response If you do not specify this element in a PUT request it is equivalent to passing noaction This is an error if the current value is terminatejob ', u'The action the Batch service should take when all tasks in the job are in the completed state If omitted the completion behavior is set to noaction If the current value is terminatejob this is an error because a job s completion behavior may not be changed from terminatejob to noaction You may not change the value from terminatejob to noaction that is once you have engaged automatic job termination you cannot turn it off again If you try to do this the request fails and Batch returns status code 400 Bad Request and an invalid property value error response If you do not specify this element in a PUT request it is equivalent to passing noaction This is an error if the current value is terminatejob ']
restrict,restrict,VERB,VB,xcomp,True,False,10,[u'A query filter to use to restrict the results ', u'Restricts the set of items returned ']
begin,begin,VERB,VB,conj,True,False,10,[u' An opaque continuation token This value can be retrieved from the next_marker field of a previous generator object if num_results was specified and that generator has finished enumerating results If specified this generator will begin returning results from the point where the previous generator stopped ', u' Filters the results to return only queues with names that begin with the specified prefix ']
propose,propose,VERB,VBN,amod,True,False,10,[u' Proposed lease ID in a GUID string format The Blob service returns 400 Invalid request if the proposed lease ID is not in the correct format ', u' Proposed lease ID in a GUID string format The Blob service returns 400 Invalid request if the proposed lease ID is not in the correct format ']
find,find,VERB,VB,acl,True,False,10,[u'Query text to find ', u'Find the available VM extensions for a subscription and region ']
convert,convert,VERB,VBN,ccomp,True,False,10,[u' A DateTime value Azure expects the date value passed in to be UTC If timezone is included any non UTC datetimes will be converted to UTC If a date is passed in without timezone info it is assumed to be UTC Specify this conditional header to copy the blob only if the destination blob has not been modified since the specified date time If the destination blob has been modified the Blob service returns status code 412 Precondition Failed ', u' A DateTime value Azure expects the date value passed in to be UTC If timezone is included any non UTC datetimes will be converted to UTC If a date is passed in without timezone info it is assumed to be UTC Specify this conditional header to copy the blob only if the source blob has not been modified since the specified date time ']
trust,trust,VERB,VBD,ccomp,True,False,9,[u'Lists the Data Lake Store trusted identity providers within the specified Data Lake Store account ', u'Gets the specified Data Lake Store trusted identity provider ']
purge,purge,VERB,VBZ,advcl,True,False,9,[u'Permanently deletes the specified secret aka purges the secret Authorization requires the secrets purge permission ', u'Permanently deletes the specified secret aka purges the secret Authorization requires the secrets purge permission ']
learn,learn,VERB,VBN,acl,True,False,9,[u'Weight 0 100 added to routes learned through BGP peering ', u'Weight 0 100 added to routes learned through BGP peering ']
proxy,proxy,VERB,VB,ROOT,True,False,9,[u'Proxy for pip to use for extension dependencies in the form of user passwd proxy server port', u'Proxy for pip to use for extension dependencies in the form of user passwd proxy server port']
doesn,doesn,VERB,VBZ,aux,True,False,9,[u'To create a new Visual Studio Team Services VSTS account if it doesn t exist already', u' Specifies whether to throw an exception if the table doesn t exist ']
correspond,correspond,VERB,VBG,amod,True,False,9,[u'Endpoint where EventGrid should deliver events matching this event subscription For webhook endpoint type this should be the corresponding webhook URL For eventhub endpoint type this should be the Azure ResourceID of the event hub ', u'Space separated list of IP addresses or DNS names corresponding to backend servers ']
choose,choose,VERB,VBN,ROOT,True,False,9,[u'The container name to tail the logs If omitted the first container in the container group will be chosen', u'Retrieves statistics related to replication for the Queue service It is only available when read access geo redundant replication is enabled for the storage account With geo redundant replication Azure Storage maintains your data durable in two locations In both locations Azure Storage constantly maintains multiple healthy replicas of your data The location where you read create update or delete data is the primary storage account location The primary location exists in the region you choose at the time you create an account via the Azure Management Azure classic portal for example North Central US The location to which your data is replicated is the secondary location The secondary location is automatically determined based on the location of the primary it is in a second data center that resides in the same region as the primary location Read only access is available from the secondary location if read access geo redundant replication is enabled for your storage account ']
email,email,VERB,VBP,ROOT,True,False,9,[u'Email the service owners if an alert is triggered ', u'Email address ']
allocate,allocate,VERB,VBN,acl,True,False,8,[u'Maximum size of topic in megabytes which is the size of the memory allocated for the topic Default is 1024 ', u'Number of workers to be allocated ']
assume,assume,VERB,VBN,ROOT,True,False,8,[u' A DateTime value Azure expects the date value passed in to be UTC If timezone is included any non UTC datetimes will be converted to UTC If a date is passed in without timezone info it is assumed to be UTC Specify this conditional header to copy the blob only if the destination blob has not been modified since the specified date time If the destination blob has been modified the Blob service returns status code 412 Precondition Failed ', u' A DateTime value Azure expects the date value passed in to be UTC If timezone is included any non UTC datetimes will be converted to UTC If a date is passed in without timezone info it is assumed to be UTC Specify this conditional header to copy the blob only if the source blob has not been modified since the specified date time ']
operate,operate,VERB,VBG,compound,True,False,8,[u'Install support for deploying ACIs of this operating system type ', u'The operating system type required for the build ']
search,search,VERB,VB,relcl,True,False,8,[u'Number of vcores to search for If unspecified all vcore sizes are shown ', u'Edition to search for If unspecified all editions are shown ']
detach,detach,VERB,VB,conj,True,False,8,[u'existing disk name or ID to attach or detach from VM instances', u'The name or resource ID of the secondary storage account to detach from the Azure Media Services account ']
override,override,VERB,VBZ,ROOT,True,False,8,[u'Deletes a job Deleting a job also deletes all tasks that are part of that job and all job statistics This also overrides the retention period for task data that is if the job contains tasks which are still retained on compute nodes the Batch services deletes those tasks working directories and all their contents When a Delete Job request is received the Batch service sets the job to the deleting state All update operations on a job that is in deleting state will fail with status code 409 Conflict with additional information indicating that the job is being deleted ', u'Defaults to page for vhd files or block otherwise The setting will override blob types for every file ']
manifest,manifest,VERB,VBP,compound,True,False,8,[u'Delete an image by sha256 based manifest digest This deletes all tags referencing the manifest and any associated layer data ', u'Delete an image by sha256 based manifest digest This deletes all tags referencing the manifest and any associated layer data ']
bind,bind,VERB,VBN,acomp,True,False,8,[u' The maximum partition key accessible with this shared access signature endpk must accompany endrk Key values are inclusive If omitted there is no upper bound on the table entities that can be accessed ', u' The minimum partition key accessible with this shared access signature startpk must accompany startrk Key values are inclusive If omitted there is no lower bound on the table entities that can be accessed ']
globb,globb,VERB,VBG,pcomp,True,False,8,[u'The pattern used for globbing files or blobs in the source The supported patterns are seq and seq ', u'The pattern used for file globbing The supported patterns are seq and seq ']
locate,locate,VERB,VBN,relcl,True,False,8,[u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ', u'The directory where the files to be uploaded are located ']
hold,hold,VERB,VBZ,ROOT,True,False,7,[u'A boolean value that indicates whether Express Entities are enabled An express topic holds a message in memory temporarily before writing it to persistent storage ', u'A boolean value that indicates whether Express Entities are enabled An express topic holds a message in memory temporarily before writing it to persistent storage ']
hop,hop,VERB,VBP,pobj,True,False,7,[u'The type of Azure hop the packet should be sent to ', u'The IP address packets should be forwarded to when using the VirtualAppliance hop type ']
enumerate,enumerate,VERB,VBZ,ROOT,True,False,7,[u'Enumerates the possible values for the status of a messaging entity ', u' An opaque continuation token This value can be retrieved from the next_marker field of a previous generator object if num_results was specified and that generator has finished enumerating results If specified this generator will begin returning results from the point where the previous generator stopped ']
replicate,replicate,VERB,VBG,xcomp,True,False,7,[u'Disables Geo Disaster Recovery Configuration Alias and stops replicating changes from primary to secondary namespaces', u'Disables Geo Disaster Recovery Configuration Alias and stops replicating changes from primary to secondary namespaces']
save,save,VERB,VB,acl,True,False,7,[u'Path to the DNS zone file to save', u'Name or ID of the storage account in which to save the flow logs ']
split,split,VERB,VB,ROOT,True,False,7,[u'Split a reservation ', u'Quantity of the second reservation that will be created from split operation']
continue,continue,VERB,VB,ROOT,True,False,7,[u'continue by ignoring client side validation errors', u' For a break operation this is the proposed duration of seconds that the lease should continue before it is broken between 0 and 60 seconds This break period is only used if it is shorter than the time remaining on the lease If longer the time remaining on the lease is used A new lease will not be available before the break period has expired but the lease may be held for longer than the break period If this header does not appear with a break operation a fixed duration lease breaks after the remaining lease period elapses and an infinite lease breaks immediately ']
revoke,revoke,VERB,VBN,amod,True,False,7,[u'Delete a revoked certificate ', u'Delete a revoked certificate ']
abort,abort,VERB,VB,conj,True,False,7,[u'Copies a file asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The File service copies files on a best effort basis If the destination file exists it will be overwritten The destination file cannot be modified while the copy operation is in progress ', u'Copies a blob asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The Blob service copies blobs on a best effort basis The source blob for a copy operation may be a block blob an append blob or a page blob If the destination blob already exists it must be of the same blob type as the source blob Any existing destination blob will be overwritten The destination blob cannot be modified while a copy operation is in progress When copying from a page blob the Blob service creates a destination page blob of the source blob s length initially containing all zeroes Then the source page ranges are enumerated and non empty ranges are copied For a block blob or an append blob the Blob service creates a committed blob of zero length before returning from this operation When copying from a block blob all committed blocks and their block IDs are copied Uncommitted blocks are not copied At the end of the copy operation the destination blob will have the same committed block count as the source When copying from an append blob all committed blocks are copied At the end of the copy operation the destination blob will have the same committed block count as the source For all blob types you can call get_blob_properties on the destination blob to check the status of the copy operation The final blob will be committed when the copy completes ']
establish,establish,VERB,VBG,pcomp,True,False,7,[u'Don t launch a web browser after establishing port forwarding ', u'Use an Azure Virtual Network Gateway to establish secure cross premises connectivity ']
pend,pend,VERB,VBG,amod,True,False,7,[u'Name of the pending certificate ', u'Name of the pending certificate ']
look,look,VERB,VB,ROOT,True,False,7,[u'Look up time zone information ', u'Encoding of the destination file By default will look for the file encoding tag on the secret Otherwise will assume utf 8 ']
underscore,underscore,VERB,VBZ,conj,True,False,7,[u'A string that uniquely identifies the job within the account The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters The ID is case preserving and case insensitive that is you may not have two IDs within an account that differ only by case ', u'A string that uniquely identifies the Job Manager task within the job The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters ']
reboot,reboot,VERB,VB,advcl,True,False,7,[u'When to reboot the compute node and what to do with currently running tasks The default value is requeue ', u'Reboot specified Redis node s This operation requires write permission to the cache resource There can be potential data loss ']
obtain,obtain,VERB,VB,relcl,True,False,7,[u'The ID of the compute node for which to obtain the remote login settings ', u'The repository to obtain manifests from ']
