text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples,
specification,specification,NOUN,NN,dobj,True,False,18,[u'A file containing the job specification in JSON format If this parameter is specified all Job Arguments are ignored ', u'A file containing the job update parameter specification in JSON format If this parameter is specified all Job Arguments are ignored ']
dd,dd,NOUN,NN,aux,True,False,18,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values a dd p rocess r ead u pdate Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
encoding,encoding,NOUN,NN,pobj,True,False,18,[u' Response header value for Content Encoding when resource is accessed using this shared access signature ', u'The SSH public key that can be used for remote login to the compute node The public key should be compatible with OpenSSH encoding and should be base 64 encoded This property can be specified only for Linux nodes If this is specified for a Windows node then the Batch service rejects the request if you are calling the REST API directly the HTTP status code is 400 Bad Request ']
dtu,dtu,NOUN,NNS,pobj,True,False,18,[u'The capacity component of the sku in integer number of DTUs or vcores ', u'The minumum capacity in DTUs or vcores each database is guaranteed ']
pattern,pattern,NOUN,NN,ROOT,True,False,18,[u'The pattern used for globbing files or blobs in the source The supported patterns are seq and seq ', u'The pattern used for globbing files or blobs in the source The supported patterns are seq and seq ']
capacity,capacity,NOUN,NN,compound,True,False,17,[u'The capacity component of the sku in integer number of DTUs or vcores ', u'The minumum capacity in DTUs or vcores each database is guaranteed ']
billing,billing,NOUN,NN,compound,True,False,17,[u'Lists the available billing periods for a subscription in reverse chronological order This is only supported for Azure Web Direct subscriptions Other subscription types which were not purchased directly through the Azure web portal are not supported through this preview API ', u'May be used to filter billing periods by billingPeriodEndDate The filter supports eq lt gt le ge and and It does not currently support ne or or not ']
locator,locator,NOUN,NN,pobj,True,False,17,[u'The default content key policy name used by the streaming locator ', u'List paths supported by a streaming locator ']
artifact,artifact,NOUN,NNS,dobj,True,False,17,[u'Manage DevTest Labs artifacts ', u'Manage DevTest Lab artifact sources ']
summary,summary,NOUN,NN,dobj,True,False,17,[u'Show the summary of the operations to be taken instead of actually uploading the file s ', u'Get lifetime summary statistics for all of the jobs in a Batch account ']
timezone,timezone,NOUN,NN,nsubjpass,True,False,17,[u' A DateTime value Azure expects the date value passed in to be UTC If timezone is included any non UTC datetimes will be converted to UTC If a date is passed in without timezone info it is assumed to be UTC Specify this conditional header to copy the blob only if the destination blob has not been modified since the specified date time If the destination blob has been modified the Blob service returns status code 412 Precondition Failed ', u' A DateTime value Azure expects the date value passed in to be UTC If timezone is included any non UTC datetimes will be converted to UTC If a date is passed in without timezone info it is assumed to be UTC Specify this conditional header to copy the blob only if the destination blob has not been modified since the specified date time If the destination blob has been modified the Blob service returns status code 412 Precondition Failed ']
ptr,ptr,NOUN,NN,compound,True,False,17,[u'Create an empty PTR record set ', u'Create an empty PTR record set ']
hash,hash,NOUN,NN,nsubjpass,True,False,17,[u'Specifies that an MD5 hash shall be calculated for each chunk of the blob and verified by the service when the chunk has arrived ', u'The content s MD5 hash ']
family,family,NOUN,NN,pobj,True,False,17,[u'Size of Redis cache to deploy Example values for C family C0 C1 C2 C3 C4 C5 C6 For P family P1 P2 P3 P4 ', u'Size of Redis cache to deploy Example values for C family C0 C1 C2 C3 C4 C5 C6 For P family P1 P2 P3 P4 ']
migration,migration,NOUN,NN,compound,True,False,17,[u'Show the details of a migration Task Use the expand to get more details ', u'Expand the response to provide more details Use with command to see more details of the Task Use with output to see the results of the Task s migration ']
polling,polling,NOUN,NN,compound,True,False,17,[u'polling interval in seconds', u'polling interval in seconds']
failover,failover,NOUN,NN,ROOT,True,False,17,[u'Alternate Name Post failover for Primary Namespace when Namespace name and Alias name are same', u'Enables automatic failover of the write region in the rare event that the region is unavailable due to an outage Automatic failover will result in a new write region for the account and is chosen based on the failover priorities configured for the account ']
suffix,suffix,NOUN,NN,dobj,True,False,17,[u'Get the internal domain name suffix of a NIC ', u'An optional string to filter events for an event subscription based on a suffix Wildcard characters are not supported ']
admin,admin,NOUN,NN,compound,True,False,17,[u'Indicates whether the admin user is enabled', u'The name of the admin web app ']
username,username,NOUN,NN,nsubj,True,False,17,[u'The username used to log into a container registry', u'The username used to log into a container registry']
right,right,NOUN,NNS,pobj,True,False,16,[u'Space separated list of Authorization rule rights', u'Space separated list of Authorization rule rights']
foo,foo,NOUN,NN,compound,True,False,16,[u'repository url to pull the latest source from e g https github com foo foo web', u'repository url to pull the latest source from e g https github com foo foo web']
advantage,advantage,NOUN,NN,dobj,True,False,16,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ']
attribute,attribute,NOUN,NNS,pobj,True,False,16,[u'Recovers the deleted certificate back to its current version under certificates The RecoverDeletedCertificate operation performs the reversal of the Delete operation The operation is applicable in vaults enabled for soft delete and must be issued during the retention interval available in the deleted certificate s attributes ', u'Retrieves a list of individual key versions with the same key name The full key identifier attributes and tags are provided in the response ']
consumergroup,consumergroup,NOUN,NNS,nmod,True,False,16,[u'Manage Azure Event Hubs namespaces eventhubs consumergroups and geo recovery configurations Alias', u'Updates the EventHub ConsumerGroup']
balancing,balancing,NOUN,NN,ROOT,True,False,16,[u'List load balancing rules ', u'List load balancing rules ']
seq,seq,NOUN,NNS,attr,True,False,16,[u'The pattern used for globbing files or blobs in the source The supported patterns are seq and seq ', u'The pattern used for globbing files or blobs in the source The supported patterns are seq and seq ']
mark,mark,NOUN,NNS,nsubj,True,False,15,[u'Marks the specified file for deletion The file is later deleted during garbage collection ', u'The number of failed probes after which the back end server is marked down ']
entry,entry,NOUN,NN,ROOT,True,False,15,[u'Globally unique DNS entry ', u'OData Select statement Limits the properties on each entry to just those requested e g Categories select CategoryName Description Optional ']
startwindow,startwindow,NOUN,NN,compound,True,False,15,[u'The time interval between the start times of two successive jobs under the job schedule A job schedule can have at most one active job under it at any given time Because a job schedule can have at most one active job under it at any given time if it is time to create a new job under a job schedule but the previous job is still running the Batch service will not create the new job until the previous job finishes If the previous job does not finish within the startWindow period of the new recurrenceInterval then no new job will be scheduled for that interval For recurring jobs you should normally specify a jobManagerTask in the jobSpecification If you do not use jobManagerTask you will need an external process to monitor when jobs are created add tasks to the jobs and terminate the jobs ready for the next recurrence The default is that the schedule does not recur one job is created within the startWindow after the doNotRunUntil time and the schedule is complete as soon as that job finishes The minimum value is 1 minute If you specify a lower value the Batch service rejects the schedule with an error if you are calling the REST API directly the HTTP status code is 400 Bad Request Expected format is an ISO 8601 duration ', u'The time interval between the start times of two successive jobs under the job schedule A job schedule can have at most one active job under it at any given time Because a job schedule can have at most one active job under it at any given time if it is time to create a new job under a job schedule but the previous job is still running the Batch service will not create the new job until the previous job finishes If the previous job does not finish within the startWindow period of the new recurrenceInterval then no new job will be scheduled for that interval For recurring jobs you should normally specify a jobManagerTask in the jobSpecification If you do not use jobManagerTask you will need an external process to monitor when jobs are created add tasks to the jobs and terminate the jobs ready for the next recurrence The default is that the schedule does not recur one job is created within the startWindow after the doNotRunUntil time and the schedule is complete as soon as that job finishes The minimum value is 1 minute If you specify a lower value the Batch service rejects the schedule with an error if you are calling the REST API directly the HTTP status code is 400 Bad Request Expected format is an ISO 8601 duration ']
flow,flow,NOUN,NN,dobj,True,False,15,[u'Use CLI s old authentication flow based on device code CLI will also use this if it can t launch a browser in your behalf e g in remote SSH or Cloud Shell', u'The socket timeout secs used by the service to regulate data flow ']
mode,mode,NOUN,NN,ROOT,True,False,15,[u'Web application firewall mode ', u'Configure WAF on an application gateway in detection mode with default values']
ead,ead,NOUN,NN,compound,True,False,15,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
replica,replica,NOUN,NNS,pobj,True,False,15,[u'Permanently stop data replication between two database replicas ', u'Name of the resource group that the other replica is in If unspecified defaults to the first database s resource group ']
detection,detection,NOUN,NN,compound,True,False,14,[u'Configure WAF on an application gateway in detection mode with default values', u'A boolean value indicating if this topic requires duplicate detection ']
contact,contact,NOUN,NN,dobj,True,False,14,[u'Remove a certificate contact from the specified vault ', u'Contact e mail address Must be unique ']
warehouse,warehouse,NOUN,NNS,dobj,True,False,14,[u'Manage data warehouses ', u'Update a data warehouse ']
scaling,scaling,NOUN,NN,nsubj,True,False,14,[u'Gets the result of evaluating an automatic scaling formula on the pool This API is primarily for validating an autoscale formula as it simply returns the result without applying the formula to the pool The pool must have auto scaling enabled in order to evaluate a formula ', u'The formula for the desired number of compute nodes in the pool The formula is validated and its results calculated but it is not applied to the pool To apply the formula to the pool Enable automatic scaling on a pool For more information about specifying this formula see Automatically scale compute nodes in an Azure Batch pool https azure microsoft com en us documentation articles batch automatic scaling ']
test,test,NOUN,NN,appos,True,False,14,[u'SQL expression e g myproperty test', u'Test for the existence of a file or folder in a Data Lake Store account ']
ad,ad,NOUN,NN,compound,True,False,14,[u'The unique ID of the Azure AD administrator ', u'Display name of the Azure AD administrator user or group ']
b,b,NOUN,NN,pobj,True,False,14,[u'The max storage size If no unit is specified defaults to bytes B ', u'The storage service s to remove rules from Allowed options are b lob f ile q ueue t able Can be combined ']
creation,creation,NOUN,NN,pobj,True,False,14,[u'If true web app hostname is not registered with DNS on creation', u'The access tier used for billing StandardBlob accounts Cannot be set for StandardLRS StandardGRS StandardRAGRS or PremiumLRS account types It is required for StandardBlob accounts during creation']
comma,comma,NOUN,NN,nsubj,True,False,14,[u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ', u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ']
length,length,NOUN,NN,pobj,True,False,14,[u' A URL of up to 2 KB in length that specifies an Azure file or blob The value should be URL encoded as it would appear in a request URI If the source is in another account the source must either be public or must be authenticated via a shared access signature If the source is public no authentication is required Examples https myaccount file core windows net myshare mydir myfile https otheraccount file core windows net myshare mydir myfile sastoken', u'The max length in bytes permitted for an append blob ']
edition,edition,NOUN,NN,compound,True,False,14,[u'The edition component of the sku Allowed values include Basic Standard Premium GeneralPurpose BusinessCritical ', u'The edition component of the sku Allowed values include Basic Standard Premium GeneralPurpose BusinessCritical ']
progress,progress,NOUN,NN,pobj,True,False,14,[u'Copies a file asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The File service copies files on a best effort basis If the destination file exists it will be overwritten The destination file cannot be modified while the copy operation is in progress ', u'Include this flag to disable progress reporting for the command ']
form,form,NOUN,NN,pobj,True,False,13,[u'Proxy for pip to use for extension dependencies in the form of user passwd proxy server port', u'firewall support Specifies the set of IP addresses or IP address ranges in CIDR form to be included as the allowed list of client IPs for a given database account IP addresses ranges must be comma separated and must not contain any spaces']
westus2,westus2,NOUN,NN,nsubj,False,False,13,[u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 Use API version of ACS to perform az acs operations Available options 2017 01 31 2017 07 01 Default the latest version for the location', u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 The disk size for master pool vms Unit in GB Default corresponding vmsize disk size']
window,window,NOUN,NNS,nmod,True,False,13,[u'Virtual hard disk URI For example https mystorage blob core windows net vhds d1 vhd', u' A URL of up to 2 KB in length that specifies an Azure file or blob The value should be URL encoded as it would appear in a request URI If the source is in another account the source must either be public or must be authenticated via a shared access signature If the source is public no authentication is required Examples https myaccount file core windows net myshare mydir myfile https otheraccount file core windows net myshare mydir myfile sastoken']
westcentralus,westcentralus,NOUN,NN,compound,True,False,13,[u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 Use API version of ACS to perform az acs operations Available options 2017 01 31 2017 07 01 Default the latest version for the location', u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 The disk size for master pool vms Unit in GB Default corresponding vmsize disk size']
matching,matching,NOUN,NN,compound,True,False,13,[u'The Boolean value of true or false to request a count of the matching resources included with the resources in the response e g Categories count true ', u'The Boolean value of true or false to request a count of the matching resources included with the resources in the response e g Categories count true ']
centralindia,centralindia,NOUN,NNS,nmod,True,False,13,[u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 Use API version of ACS to perform az acs operations Available options 2017 01 31 2017 07 01 Default the latest version for the location', u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 The disk size for master pool vms Unit in GB Default corresponding vmsize disk size']
weight,weight,NOUN,NN,ROOT,True,False,13,[u'Weight 0 100 added to routes learned through BGP peering ', u'Connection routing weight']
westindia,westindia,NOUN,NN,dobj,True,False,13,[u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 Use API version of ACS to perform az acs operations Available options 2017 01 31 2017 07 01 Default the latest version for the location', u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 The disk size for master pool vms Unit in GB Default corresponding vmsize disk size']
budget,budget,NOUN,NN,dobj,True,False,13,[u'Show budget for an Azure subscription ', u'Name of a budget ']
uksouth,uksouth,NOUN,NN,ccomp,True,False,13,[u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 Use API version of ACS to perform az acs operations Available options 2017 01 31 2017 07 01 Default the latest version for the location', u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 The disk size for master pool vms Unit in GB Default corresponding vmsize disk size']
koreasouth,koreasouth,NOUN,NN,amod,True,False,13,[u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 Use API version of ACS to perform az acs operations Available options 2017 01 31 2017 07 01 Default the latest version for the location', u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 The disk size for master pool vms Unit in GB Default corresponding vmsize disk size']
visibility,visibility,NOUN,NN,dobj,True,False,13,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u'Adds a new message to the back of the message queue The visibility timeout specifies the time that the message will be invisible After the timeout expires the message will become visible If a visibility timeout is not specified the default value of 0 is used The message time to live specifies how long a message will remain in the queue The message will be deleted from the queue when the time to live period expires If the key encryption key field is set on the local service object this method will encrypt the content before uploading ']
southindia,southindia,NOUN,NNS,pobj,True,False,13,[u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 Use API version of ACS to perform az acs operations Available options 2017 01 31 2017 07 01 Default the latest version for the location', u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 The disk size for master pool vms Unit in GB Default corresponding vmsize disk size']
child,child,NOUN,NN,compound,True,False,12,[u'include assignment either inherited from parent scope or at child scope', u'Remove a certificate from the list of Root Certificates whose children are allowed to access this Gateway ']
end_range,end_range,NOUN,NN,nsubjpass,False,False,12,[u' End of byte range to use for downloading a section of the file If end_range is given start_range must be provided The start_range and end_range params are inclusive Ex start_range 0 end_range 511 will download first 512 bytes of file ', u' End of byte range to use for downloading a section of the file If end_range is given start_range must be provided The start_range and end_range params are inclusive Ex start_range 0 end_range 511 will download first 512 bytes of file ']
year,year,NOUN,NNS,pobj,True,False,12,[u'Number of years for which the secret will be valid Default 1 year ', u'Number of years for which the secret will be valid Default 1 year ']
start_range,start_range,NOUN,NN,dobj,False,False,12,[u' End of byte range to use for downloading a section of the file If end_range is given start_range must be provided The start_range and end_range params are inclusive Ex start_range 0 end_range 511 will download first 512 bytes of file ', u' End of byte range to use for downloading a section of the file If end_range is given start_range must be provided The start_range and end_range params are inclusive Ex start_range 0 end_range 511 will download first 512 bytes of file ']
elete,elete,NOUN,NN,nsubj,True,False,12,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
asc,asc,NOUN,NN,pobj,True,False,12,[u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ', u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ']
pem,pem,NOUN,NN,compound,True,False,12,[u'Import a private key Supports importing base64 encoded private keys from PEM files Supports importing BYOK keys into HSM for premium KeyVaults ', u'Password of PEM file ']
chunk,chunk,NOUN,NN,pobj,True,False,12,[u'Specifies that an MD5 hash shall be calculated for each chunk of the blob and verified by the service when the chunk has arrived ', u'Specifies that an MD5 hash shall be calculated for each chunk of the blob and verified by the service when the chunk has arrived ']
scheduling,scheduling,NOUN,NN,dobj,True,False,11,[u'Enables task scheduling on the specified compute node You can enable task scheduling on a node only if its current scheduling state is disabled ', u'Enables task scheduling on the specified compute node You can enable task scheduling on a node only if its current scheduling state is disabled ']
letter,letter,NOUN,NNS,compound,True,False,11,[u'Namespace name Name can contain only letters numbers and hyphens The namespace must start with a letter and it must end with a letter or number ', u'Namespace name Name can contain only letters numbers and hyphens The namespace must start with a letter and it must end with a letter or number ']
redundancy,redundancy,NOUN,NN,dobj,True,False,11,[u'Specifies whether to enable zone redundancy', u'Specifies whether to enable zone redundancy']
scaleset,scaleset,NOUN,NN,pobj,True,False,11,[u'Space separated list of IDs ex 1 2 3 or for all instances If not provided the action will be applied on the scaleset itself', u' PREVIEW Remove user assigned identities from a VM scaleset ']
objective,objective,NOUN,NN,ROOT,True,False,11,[u'The service objective of the data warehouse For example DW100 DW1000c', u'The service objective for the new database For example Basic S0 P1 GP_Gen4_1 BC_Gen5_2 ']
vhd,vhd,NOUN,NN,dobj,True,False,11,[u'Virtual hard disk URI For example https mystorage blob core windows net vhds d1 vhd', u'Defaults to page for vhd files or block otherwise The setting will override blob types for every file ']
field,field,NOUN,NN,conj,True,False,11,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u' An opaque continuation token This value can be retrieved from the next_marker field of a previous generator object if num_results was specified and that generator has finished enumerating results If specified this generator will begin returning results from the point where the previous generator stopped ']
amount,amount,NOUN,NN,dobj,True,False,11,[u'when used with Bounded Staleness consistency this value represents the time amount of staleness in seconds tolerated Accepted range for this value is 1 100', u'String ISO 8601 timespan or duration format for duration of a peek lock that is the amount of time that the message is locked for other receivers ']
statement,statement,NOUN,NN,nsubj,True,False,11,[u'OData Select statement Limits the properties on each entry to just those requested e g Categories select CategoryName Description Optional ', u'OData Select statement Limits the properties on each entry to just those requested e g Categories select CategoryName Description Optional ']
grant,grant,NOUN,NNS,relcl,True,False,11,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
aggregation,aggregation,NOUN,NNS,pobj,True,False,11,[u'Apply expression for aggregations using OData notation ', u'Apply expression for aggregations using OData notation ']
tenant,tenant,NOUN,NNS,ROOT,True,False,11,[u'Support access tenants without subscriptions It s uncommon but useful to run tenant level commands such as az ad ', u'Support access tenants without subscriptions It s uncommon but useful to run tenant level commands such as az ad ']
batchservice,batchservice,NOUN,NN,compound,True,False,11,[u'An OData filter clause For more information on constructing this filter see https docs microsoft com en us rest api batchservice odata filters in batch list pools ', u'An OData filter clause For more information on constructing this filter see https docs microsoft com en us rest api batchservice odata filters in batch list tasks ']
recommendation,recommendation,NOUN,NN,compound,True,False,11,[u'Exclude from recommendation generation ', u'Include in recommendation generation ']
delivery,delivery,NOUN,NN,dobj,True,False,11,[u'Enable https delivery of the custom domain ', u'URL of the Visual Studio Team Services VSTS project to use for continuous delivery URL should be in format https accountname visualstudio com projectname ']
mb,mb,NOUN,NN,appos,True,False,10,[u'If compression is enabled content will be served as compressed if user requests for a compressed version Content won t be compressed on CDN when requested content is smaller than 1 byte or larger than 1 MB ', u'If compression is enabled content will be served as compressed if user requests for a compressed version Content won t be compressed on CDN when requested content is smaller than 1 byte or larger than 1 MB ']
side,side,NOUN,NN,npadvmod,True,False,10,[u'Value that indicates whether server side batched operations are enabled ', u'Value that indicates whether server side batched operations are enabled ']
filename,filename,NOUN,NN,compound,True,False,10,[u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ', u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ']
commit,commit,NOUN,NNS,pobj,True,False,10,[u'Manage build definitions which can be triggered by git commits or base image updates ', u'Copies a blob asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The Blob service copies blobs on a best effort basis The source blob for a copy operation may be a block blob an append blob or a page blob If the destination blob already exists it must be of the same blob type as the source blob Any existing destination blob will be overwritten The destination blob cannot be modified while a copy operation is in progress When copying from a page blob the Blob service creates a destination page blob of the source blob s length initially containing all zeroes Then the source page ranges are enumerated and non empty ranges are copied For a block blob or an append blob the Blob service creates a committed blob of zero length before returning from this operation When copying from a block blob all committed blocks and their block IDs are copied Uncommitted blocks are not copied At the end of the copy operation the destination blob will have the same committed block count as the source When copying from an append blob all committed blocks are copied At the end of the copy operation the destination blob will have the same committed block count as the source For all blob types you can call get_blob_properties on the destination blob to check the status of the copy operation The final blob will be committed when the copy completes ']
memory,memory,NOUN,NN,pobj,True,False,10,[u'Maximum size of topic in megabytes which is the size of the memory allocated for the topic Default is 1024 ', u'A boolean value that indicates whether Express Entities are enabled An express topic holds a message in memory temporarily before writing it to persistent storage ']
language,language,NOUN,NN,pobj,True,False,10,[u' Response header value for Content Language when resource is accessed using this shared access signature ', u'The content language ']
browser,browser,NOUN,NN,pobj,True,False,10,[u'Show the dashboard for a Kubernetes cluster in a web browser ', u'Don t launch a web browser after establishing port forwarding ']
termination,termination,NOUN,NN,compound,True,False,10,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
retention,retention,NOUN,NN,compound,True,False,10,[u'Deletes a job Deleting a job also deletes all tasks that are part of that job and all job statistics This also overrides the retention period for task data that is if the job contains tasks which are still retained on compute nodes the Batch services deletes those tasks working directories and all their contents When a Delete Job request is received the Batch service sets the job to the deleting state All update operations on a job that is in deleting state will fail with status code 409 Conflict with additional information indicating that the job is being deleted ', u'Deletes a task from the specified job When a task is deleted all of the files in its directory on the compute node where it ran are also deleted regardless of the retention time For multi instance tasks the delete task operation applies synchronously to the primary task subtasks and their files are then deleted asynchronously in the background ']
generation,generation,NOUN,NN,pobj,True,False,10,[u'Exclude from recommendation generation ', u'Include in recommendation generation ']
health,health,NOUN,NN,compound,True,False,10,[u'Perform a health check and return the status of the service and virtual machine size ', u'Space separated list of allowed ranges of healthy status codes for the health response ']
index,index,NOUN,NN,ROOT,True,False,10,[u'The virtual machine index ', u'Space separated list of extra URLs of package indexes to use This should point to a repository compliant with PEP 503 the simple repository API or a local directory laid out in the same format ']
owner,owner,NOUN,NNS,appos,True,False,10,[u'Email the service owners if an alert is triggered ', u'Specifies whether data in the container may be accessed publically By default container data is private off to the account owner Use blob to allow public read access for blobs Use container to allow public read and list access to the entire container ']
ordering,ordering,NOUN,NN,compound,True,False,10,[u'The ordering expression for the results using OData notation ', u'The ordering expression for the results using OData notation ']
volume,volume,NOUN,NN,pobj,True,False,10,[u'The URL of a git repository to be mounted as a volume', u'The path within the container where the secrets volume should be mounted Must not contain colon ']
urn,urn,NOUN,NN,nsubj,True,False,10,[u'URN in format of publisher offer sku versin If specified other argument values can be omitted', u'URN in format of publisher offer sku versin If specified other argument values can be omitted']
cpu,cpu,NOUN,NN,compound,True,False,10,[u'Value for low CPU threshold ', u'Update low CPU threshold for a given subscription to 20 ']
swap,swap,NOUN,NN,dobj,True,False,9,[u'Configure deployment slot auto swap ', u'target slot to auto swap']
force,force,NOUN,NN,ROOT,True,False,9,[u'force to update even if the extension configuration has not changed ', u'If true web app hostname is force registered with DNS']
payload,payload,NOUN,NN,dobj,True,False,9,[u'Conveys additional information about how to process the response payload and can also be used to attach additional metadata ', u' Specifies the accepted content type of the response payload See class azure storage table models TablePayloadFormat for possible values ']
consumer,consumer,NOUN,NN,compound,True,False,9,[u'Get the details for an event hub consumer group ', u'Event hub consumer group name ']
receiver,receiver,NOUN,NNS,pobj,True,False,9,[u'String ISO 8601 timespan or duration format for duration of a peek lock that is the amount of time that the message is locked for other receivers ', u'Add receivers to the action group during the creation']
worker,worker,NOUN,NNS,pobj,True,False,9,[u'Number of workers to be allocated ', u'host webapp on Linux worker']
affinity,affinity,NOUN,NN,compound,True,False,9,[u'Enables sending session affinity cookies ', u'Enable or disable cookie based affinity ']
notification,notification,NOUN,NNS,dobj,True,False,9,[u'Add a contact to the specified vault to receive notifications of certificate operations ', u'Space separated list of actions that trigger the webhook to post notifications ']
pricing,pricing,NOUN,NN,compound,True,False,9,[u'The pricing tier defines a CDN provider feature list and rate of the CDN profile Defaults to Standard_Akamai ', u'The pricing tiers e g F1 Free D1 Shared B1 Basic Small B2 Basic Medium B3 Basic Large S1 Standard Small P1 Premium Small P1V2 Premium V2 Small etc']
push,push,NOUN,NN,compound,True,False,9,[u'Perform deployment using the kudu zip push deployment for a webapp ', u'Get a URL for a git repository endpoint to clone and push to for function app deployment ']
label,label,NOUN,NN,ROOT,True,False,9,[u'Application specific label ', u'A space separated list of labels to associate with this event subscription ']
model,model,NOUN,NNS,dobj,True,False,9,[u' Specifies the accepted content type of the response payload See class azure storage table models TablePayloadFormat for possible values ', u'Returns all user defined metadata standard HTTP properties and system properties for the file Returns an instance of class azure storage file models File with class azure storage file models FileProperties and a metadata dict ']
