text,length, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples,
pep,3,pep,PROPN,NNP,pobj,True,False,2,[u'Space separated list of extra URLs of package indexes to use This should point to a repository compliant with PEP 503 the simple repository API or a local directory laid out in the same format ', u'Space separated list of extra URLs of package indexes to use This should point to a repository compliant with PEP 503 the simple repository API or a local directory laid out in the same format ']
pem,3,pem,NOUN,NN,compound,True,False,12,[u'Import a private key Supports importing base64 encoded private keys from PEM files Supports importing BYOK keys into HSM for premium KeyVaults ', u'Password of PEM file ']
ids,3,ids,X,FW,pobj,True,False,7,[u'Space separated list of IDs ex 1 2 3 or for all instances ', u'Space separated list of IDs ex 1 2 3 or for all instances If not provided the action will be applied on the scaleset itself']
bgp,3,bgp,NOUN,NN,compound,True,False,31,[u'Autonomous System Number to use for the BGP settings ', u'Weight 0 100 added to routes learned through BGP peering ']
nsg,3,nsg,PROPN,NNP,compound,True,False,19,[u'Create a basic Allow NSG rule with the highest priority ', u'Manage Azure Network Security Groups NSGs ']
sdk,3,sdk,NOUN,NN,compound,True,False,2,[u'output result in compatible with Azure SDK auth file', u'output result in compatible with Azure SDK auth file']
utc,3,utc,NOUN,NN,compound,True,False,127,[u'Filter results based on UTC hour offset ', u'Alter only if unmodified since supplied UTC datetime Y m d T H M Z ']
nat,3,nat,PROPN,NNP,compound,True,False,49,[u'List inbound NAT rules ', u'List inbound NAT rules ']
rdp,3,rdp,PROPN,NNP,compound,True,False,2,[u'Gets the Remote Desktop Protocol file for the specified compute node Before you can access a node by using the RDP file you must create a user account on the node This API can only be invoked on pools created with a cloud service configuration For pools created with a virtual machine configuration see the GetRemoteLoginSettings API ', u'NSG rule to create when creating a new NSG Defaults to open ports for allowing RDP on Windows and allowing SSH on Linux ']
app,3,app,NOUN,NN,pobj,True,False,188,[u'List backups of a web app ', u'The app name or app URI to associate the RBAC with If not present a default name like amsaccountname access sp will be generated ']
api,3,api,NOUN,NN,compound,True,False,201,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit']
zip,3,zip,NOUN,NN,compound,True,False,9,[u'Perform deployment using the kudu zip push deployment for a webapp ', u'a zip file path for deployment']
pfs,3,pfs,PROPN,NNP,compound,True,False,1,[u'Required The Pfs Groups used in IKE Phase 2 for new child SA Possible values include None PFS1 PFS2 PFS2048 ECP256 ECP384 PFS24 PFS14 PFSMM '],
tag,3,tag,NOUN,NNS,dobj,True,False,290,[u'space separated tags in key value format Use to clear existing tags ', u'space separated tags in key value format Use to clear existing tags ']
vms,3,vms,PROPN,NNP,compound,True,False,6,[u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 The disk size for master pool vms Unit in GB Default corresponding vmsize disk size', u'Feature in preview only in canadacentral canadaeast centralindia koreasouth koreacentral southindia uksouth ukwest westcentralus westindia westus2 Set the default disk size for agent pools vms Unit in GB Default corresponding vmsize disk size']
day,3,day,NOUN,NN,pobj,True,False,50,[u'Get policy events at current subscription scope created in the last day ', u'Number of days that soft deleted blob will be retained Must be in range 1 365 ']
hls,3,hls,PROPN,NNP,compound,True,False,1,[u'Enable HLS protocol '],
val,3,val,PROPN,NNP,compound,True,False,3,[u'Space separated list of IP tags in TYPE VAL format ', u'Space separated list of IP tags in TYPE VAL format ']
rsa,3,rsa,NOUN,NN,compound,True,False,3,[u'Public key path or key contents to install on node VMs for SSH access For example ssh rsa AAAAB snip UcyupgH azureuser linuxvm ', u'Configure all linux machines with the SSH RSA public key string Your key should include three parts for example ssh rsa AAAAB snip UcyupgH azureuser linuxvm']
min,3,min,NOUN,NN,compound,True,False,8,[u'The numer of instances to use If used with min max count the default number of instances to use ', u'The numer of instances to use If used with min max count the default number of instances to use ']
urn,3,urn,NOUN,NN,nsubj,True,False,10,[u'URN in format of publisher offer sku versin If specified other argument values can be omitted', u'URN in format of publisher offer sku versin If specified other argument values can be omitted']
uri,3,uri,NOUN,NN,conj,True,False,67,[u'JSON formatted string or a path to a file or uri with parameter definitions', u'Virtual hard disk URI For example https mystorage blob core windows net vhds d1 vhd']
dps,3,dps,PROPN,NNP,compound,True,False,4,[u'A friendly name for DPS access policy ', u'A friendly name for DPS access policy ']
lun,3,lun,PROPN,NNP,compound,True,False,9,[u'0 based logical unit number LUN Max value depends on the Virtual Machine size ', u'0 based logical unit number LUN Max value depends on the Virtual Machine instance size ']
job,3,job,NOUN,NN,dobj,True,False,451,[u'Add a job to a Batch account ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
key,3,key,NOUN,NN,pobj,True,False,1410,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit']
tls,3,tls,PROPN,NNP,pobj,True,False,1,[u'The minimum version of TLS required for SSL requests e g 1 0 1 1 1 2 '],
etc,3,etc,X,FW,ROOT,True,False,17,[u'The pricing tiers e g F1 Free D1 Shared B1 Basic Small B2 Basic Medium B3 Basic Large S1 Standard Small P1 Premium Small P1V2 Premium V2 Small etc', u'The pricing tiers e g F1 Free D1 Shared B1 Basic Small B2 Basic Medium B3 Basic Large S1 Standard Small P1 Premium Small P1V2 Premium V2 Small etc']
ike,3,ike,PROPN,NNP,compound,True,False,8,[u'Required The Pfs Groups used in IKE Phase 2 for new child SA Possible values include None PFS1 PFS2 PFS2048 ECP256 ECP384 PFS24 PFS14 PFSMM ', u'Required The IPSec encryption algorithm IKE phase 1 Possible values include None DES DES3 AES128 AES192 AES256 GCMAES128 GCMAES192 GCMAES256 ']
tsv,3,tsv,X,XX,dobj,True,False,2,[u'Space separated list of key vault secret URIs Perhaps produced by az keyvault secret list versions vault name vaultname n cert1 query attributes enabled id o tsv ', u'Export a DNS zone as a DNS zone file in tsv format ']
mya,3,mya,PROPN,NNP,nmod,True,False,19,[u'The parent path Ex resA myA resB myB ', u'The parent path Ex resA myA resB myB ']
iot,3,iot,PROPN,NNP,ROOT,True,False,180,[u'IoT Hub name ', u'Update an Azure IoT Hub device provisioning service ']
php,3,php,PROPN,NNP,pobj,True,False,3,[u'canonicalized web runtime in the format of Framework Version e g PHP 5 6 Use az webapp list runtimes for available list', u'The version used to run your web app if using PHP e g 5 5 5 6 7 0']
tcp,3,tcp,PROPN,NNP,nmod,True,False,2,[u'Specifies that connections to the given TCP port or Unix socket on the local client host are to be forwarded to the given host and port or Unix socket on the remote side e g L 8080 localhost 8080', u'Specifies that connections to the given TCP port or Unix socket on the local client host are to be forwarded to the given host and port or Unix socket on the remote side e g L 8080 localhost 8080']
sku,3,sku,NOUN,NNS,pobj,True,False,114,[u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ', u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ']
web,3,web,NOUN,NN,compound,True,False,211,[u'List backups of a web app ', u'name of the web You can configure the default using az configure defaults web name ']
var,3,var,NOUN,NN,compound,True,False,1,[u'Local path on the targeted VM at which to save the packet capture For Linux VMs the path must start with var captures '],
bus,3,bus,PROPN,NNP,compound,True,False,101,[u'Create Authorization Rule for given Service Bus Topic', u'Create Authorization Rule for given Service Bus Topic']
ead,3,ead,NOUN,NN,compound,True,False,15,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
eap,3,eap,PROPN,NNP,compound,True,False,1,[u'Create the VPN client configuration for RADIUS with EAP MSCHAV2 authentication '],
dms,3,dms,PROPN,NNP,compound,True,False,11,[u'Place the CLI in a waiting state until a condition of the DMS instance is met ', u'Check if a given Project name is available within a given instance of DMS as well as the name s validity ']
pip,3,pip,NOUN,NN,pobj,True,False,2,[u'Proxy for pip to use for extension dependencies in the form of user passwd proxy server port', u'Proxy for pip to use for extension dependencies in the form of user passwd proxy server port']
cpu,3,cpu,NOUN,NN,compound,True,False,10,[u'Value for low CPU threshold ', u'Update low CPU threshold for a given subscription to 20 ']
swap,4,swap,NOUN,NN,dobj,True,False,9,[u'Configure deployment slot auto swap ', u'target slot to auto swap']
isvs,4,isvs,PROPN,NNP,pobj,True,False,1,[u'Manage template solutions provided and maintained by Independent Software Vendors ISVs '],
kudu,4,kudu,NOUN,NN,amod,True,False,3,[u'Perform deployment using the kudu zip push deployment for a webapp ', u'By default all live traces configured by az webapp log config will be shown but you can scope to certain providers folders e g application http etc For details check out https github com projectkudu kudu wiki Diagnostic Log Stream']
msdn,4,msdn,NOUN,NN,compound,True,False,1,[u' Returns only entities that satisfy the specified filter Note that no more than 15 discrete comparisons are permitted within a filter string See http msdn microsoft com en us library windowsazure dd894031 aspx for more information on constructing filters '],
vhds,4,vhds,NOUN,NN,compound,True,False,1,[u'Virtual hard disk URI For example https mystorage blob core windows net vhds d1 vhd'],
path,4,path,NOUN,NNS,dobj,True,False,471,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ']
unix,4,unix,PROPN,NNP,conj,True,False,4,[u'Specifies that connections to the given TCP port or Unix socket on the local client host are to be forwarded to the given host and port or Unix socket on the remote side e g L 8080 localhost 8080', u'Specifies that connections to the given TCP port or Unix socket on the local client host are to be forwarded to the given host and port or Unix socket on the remote side e g L 8080 localhost 8080']
unit,4,unit,NOUN,NN,compound,True,False,25,[u'0 based logical unit number LUN Max value depends on the Virtual Machine size ', u'Number of message units This property is only applicable to namespaces of Premium SKU']
call,4,call,NOUN,NN,pobj,True,False,138,[u'Request timeout in seconds Applies to each call to the service ', u'Request timeout in seconds Applies to each call to the service ']
type,4,type,NOUN,NN,ROOT,True,False,279,[u'Resource type Ex resC ', u'Resource type Ex resC ']
spec,4,spec,NOUN,NNS,ROOT,True,False,1,[u'The size of virtual machines in the pool All virtual machines in a pool are the same size For information about available sizes of virtual machines for Cloud Services pools pools created with cloudServiceConfiguration see Sizes for Cloud Services https azure microsoft com documentation articles cloud services sizes specs Batch supports all Cloud Services VM sizes except ExtraSmall A1V2 and A2V2 For information about available VM sizes for pools using images from the Virtual Machines Marketplace pools created with virtualMachineConfiguration see Sizes for Virtual Machines Linux https azure microsoft com documentation articles virtual machines linux sizes or Sizes for Virtual Machines Windows https azure microsoft com documentation articles virtual machines windows sizes Batch supports all Azure VM sizes except STANDARD_A0 and those with premium storage STANDARD_GS STANDARD_DS and STANDARD_DSV2 series '],
root,4,root,NOUN,NN,compound,True,False,36,[u'Root certificate name', u'The path in the specified Data Lake Store account where the action should take place In the format folder file txt where the first after the DNS indicates the root of the file system ']
aaaa,4,aaaa,PROPN,NNP,compound,True,False,15,[u'Remove AAAA record from its record set ', u'Remove an AAAA record from its record set ']
amin,4,amin,PROPN,NNP,compound,True,False,1,[u'Amin phone number '],
mgmt,4,mgmt,NOUN,NN,compound,True,False,3,[u'A path to a json file containing file server create parameters json representation of azure mgmt batchai models FileServerCreateParameters Note parameters given via command line will overwrite parameters specified in the configuration file ', u'A path to a json file containing job create parameters json representation of azure mgmt batchai models JobCreateParameters ']
side,4,side,NOUN,NN,npadvmod,True,False,10,[u'Value that indicates whether server side batched operations are enabled ', u'Value that indicates whether server side batched operations are enabled ']
logs,4,logs,NOUN,NN,compound,True,False,3,[u'JSON encoded list of logs settings Use file to load from a file ', u'A file containing the upload batch service logs configuration specification in JSON format If this parameter is specified all Upload Batch Service Logs Configuration Arguments are ignored ']
free,4,free,PROPN,NNP,compound,True,False,9,[u'The pricing tiers e g F1 Free D1 Shared B1 Basic Small B2 Basic Medium B3 Basic Large S1 Standard Small P1 Premium Small P1V2 Premium V2 Small etc', u'List all free tier App Service plans ']
john,4,john,PROPN,NNP,compound,True,False,1,[u'user principal name e g john doe contoso com'],
tool,4,tool,NOUN,NN,dobj,True,False,3,[u'Download and install the DC OS command line tool for a cluster ', u'Download and install kubectl the Kubernetes command line tool ']
zero,4,zero,NOUN,NNS,dobj,True,False,8,[u'Copies a blob asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The Blob service copies blobs on a best effort basis The source blob for a copy operation may be a block blob an append blob or a page blob If the destination blob already exists it must be of the same blob type as the source blob Any existing destination blob will be overwritten The destination blob cannot be modified while a copy operation is in progress When copying from a page blob the Blob service creates a destination page blob of the source blob s length initially containing all zeroes Then the source page ranges are enumerated and non empty ranges are copied For a block blob or an append blob the Blob service creates a committed blob of zero length before returning from this operation When copying from a block blob all committed blocks and their block IDs are copied Uncommitted blocks are not copied At the end of the copy operation the destination blob will have the same committed block count as the source When copying from an append blob all committed blocks are copied At the end of the copy operation the destination blob will have the same committed block count as the source For all blob types you can call get_blob_properties on the destination blob to check the status of the copy operation The final blob will be committed when the copy completes ', u'Copies a blob asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The Blob service copies blobs on a best effort basis The source blob for a copy operation may be a block blob an append blob or a page blob If the destination blob already exists it must be of the same blob type as the source blob Any existing destination blob will be overwritten The destination blob cannot be modified while a copy operation is in progress When copying from a page blob the Blob service creates a destination page blob of the source blob s length initially containing all zeroes Then the source page ranges are enumerated and non empty ranges are copied For a block blob or an append blob the Blob service creates a committed blob of zero length before returning from this operation When copying from a block blob all committed blocks and their block IDs are copied Uncommitted blocks are not copied At the end of the copy operation the destination blob will have the same committed block count as the source When copying from an append blob all committed blocks are copied At the end of the copy operation the destination blob will have the same committed block count as the source For all blob types you can call get_blob_properties on the destination blob to check the status of the copy operation The final blob will be committed when the copy completes ']
iops,4,iops,PROPN,NNP,compound,True,False,1,[u'A page blob tier value to set the blob to The tier correlates to the size of the blob and number of allowed IOPS This is only applicable to page blobs on premium storage accounts '],
east,4,east,PROPN,NNP,compound,True,False,2,[u'List the provisioned network resources in East US region within a subscription ', u'Create a workspace in East US region ']
dead,4,dead,PROPN,NNP,compound,True,False,8,[u'Queue Topic name to forward the Dead Letter message', u'A boolean value that indicates whether this queue has dead letter support when a message expires ']
core,4,core,NOUN,NN,amod,True,False,20,[u'Virtual hard disk URI For example https mystorage blob core windows net vhds d1 vhd', u' A URL of up to 2 KB in length that specifies an Azure file or blob The value should be URL encoded as it would appear in a request URI If the source is in another account the source must either be public or must be authenticated via a shared access signature If the source is public no authentication is required Examples https myaccount file core windows net myshare mydir myfile https otheraccount file core windows net myshare mydir myfile sastoken']
cors,4,cors,PROPN,NNP,compound,True,False,6,[u'Remove all CORS rules from a storage account ', u'Add a CORS rule to a storage account ']
post,4,post,NOUN,NN,compound,True,False,6,[u'JSON encoded parameter arguments for the action that will be passed along in the post request body Use file to load from a file ', u'Alternate Name Post failover for Primary Namespace when Namespace name and Alias name are same']
wrap,4,wrap,PROPN,NNP,compound,True,False,1,[u'Deletes a key of any type from storage in Azure Key Vault The delete key operation cannot be used to remove individual versions of a key This operation removes the cryptographic material associated with the key which means the key is not usable for Sign Verify Wrap Unwrap or Encrypt Decrypt operations '],
form,4,form,NOUN,NN,pobj,True,False,13,[u'Proxy for pip to use for extension dependencies in the form of user passwd proxy server port', u'firewall support Specifies the set of IP addresses or IP address ranges in CIDR form to be included as the allowed list of client IPs for a given database account IP addresses ranges must be comma separated and must not contain any spaces']
heal,4,heal,NOUN,NN,dobj,True,False,1,[u'enable or disable auto heal'],
cidr,4,cidr,NOUN,NN,compound,True,False,27,[u'Space separated list of CIDR prefixes representing the address space for the P2S client ', u'Space separated list of CIDR prefixes or IP ranges Alternatively specify ONE of VirtualNetwork AzureLoadBalancer Internet or to match all IPs ']
ddos,4,ddos,PROPN,NNP,nummod,True,False,14,[u'Control whether DDoS protection is enabled ', u'Name or ID of a DDoS protection plan to associate with the VNet ']
role,4,role,NOUN,NN,ROOT,True,False,59,[u'The role of the service principal ', u'List role definitions ']
node,4,node,NOUN,NN,compound,True,False,286,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ']
time,4,time,NOUN,NN,nsubj,True,False,370,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
push,4,push,NOUN,NN,compound,True,False,9,[u'Perform deployment using the kudu zip push deployment for a webapp ', u'Get a URL for a git repository endpoint to clone and push to for function app deployment ']
zone,4,zone,NOUN,NN,pobj,True,False,202,[u'The name of the zone ', u'The name of the record set relative to the name of the zone ']
aspx,4,aspx,NOUN,NNS,ROOT,True,False,1,[u' Returns only entities that satisfy the specified filter Note that no more than 15 discrete comparisons are permitted within a filter string See http msdn microsoft com en us library windowsazure dd894031 aspx for more information on constructing filters '],
item,4,item,NOUN,NN,pobj,True,False,74,[u'Name of the backed up item ', u'Maximum number of items to return ']
team,4,team,PROPN,NNP,compound,True,False,6,[u'URL of the Visual Studio Team Services VSTS project to use for continuous delivery URL should be in format https accountname visualstudio com projectname ', u'To create a new Visual Studio Team Services VSTS account if it doesn t exist already']
cost,4,cost,NOUN,NN,npadvmod,True,False,2,[u' PREVIEW Priority Use Low to run short lived workloads in a cost effective way', u'Category of the budget can be cost or usage ']
port,4,port,NOUN,NNS,pobj,True,False,106,[u'Space separated list of ports or port ranges between 0 65535 Use to match all ports ', u'Space separated list of ports or port ranges between 0 65535 Use to match all ports ']
slot,4,slot,NOUN,NN,pobj,True,False,119,[u'the name of the slot Default to the productions slot if not specified', u'the name of the slot Default to the productions slot if not specified']
ping,4,ping,NOUN,NN,compound,True,False,2,[u'Trigger a ping event for a webhook ', u'Trigger a ping event for a webhook ']
date,4,date,NOUN,NN,ROOT,True,False,57,[u'The start date for when to get the recurrence and aggregate its data The startDateTime and endDateTime can be no more than 30 days apart ', u'The end date for when to get recurrence and aggregate its data The startDateTime and endDateTime can be no more than 30 days apart ']
data,4,data,PROPN,NNP,compound,True,False,321,[u'Updates the specified Data Lake Analytics account to remove an Azure Storage account ', u'If not specified will attempt to discover the resource group for the specified Data Lake Analytics account ']
mail,4,mail,NOUN,NN,compound,True,False,5,[u'Contact e mail address Must be unique ', u'Contact e mail address Must be unique ']
name,4,name,NOUN,NN,nsubj,True,False,6436,[u'Name of resource group You can configure the default group using az configure defaults group name ', u'Name of resource group You can configure the default group using az configure defaults group name ']
year,4,year,NOUN,NNS,pobj,True,False,12,[u'Number of years for which the secret will be valid Default 1 year ', u'Number of years for which the secret will be valid Default 1 year ']
mime,4,mime,NOUN,NN,compound,True,False,8,[u'List of content types on which compression applies The value should be a valid MIME type ', u'List of content types on which compression applies The value should be a valid MIME type ']
byte,4,byte,NOUN,NNS,compound,True,False,42,[u'The max storage size If no unit is specified defaults to bytes B ', u'The byte range to be retrieved If not set the file will be retrieved to the end ']
card,4,card,NOUN,NN,compound,True,False,1,[u'The path to the content to be purged Can describe a file path or a wild card directory '],
size,4,size,NOUN,NN,dobj,True,False,122,[u' Specifies the maximum size of the share in gigabytes Must be greater than 0 and less than or equal to 5TB 5120 ', u'0 based logical unit number LUN Max value depends on the Virtual Machine size ']
vsts,4,vsts,PROPN,NNP,compound,True,False,4,[u'URL of the Visual Studio Team Services VSTS project to use for continuous delivery URL should be in format https accountname visualstudio com projectname ', u'To create a new Visual Studio Team Services VSTS account if it doesn t exist already']
copy,4,copy,NOUN,NNS,nsubj,True,False,93,[u'Copies a file asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The File service copies files on a best effort basis If the destination file exists it will be overwritten The destination file cannot be modified while the copy operation is in progress ', u'Copies a file asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The File service copies files on a best effort basis If the destination file exists it will be overwritten The destination file cannot be modified while the copy operation is in progress ']
dash,4,dash,PROPN,NNP,compound,True,False,1,[u'Enable Dash protocol '],
note,4,note,NOUN,NN,attr,True,False,54,[u'The maximum number of times each task may be retried The Batch service retries a task if its exit code is nonzero Note that this value specifically controls the number of retries The Batch service will try each task once and may then retry up to this limit For example if the maximum retry count is 3 Batch tries a task up to 4 times one initial try and 3 retries If the maximum retry count is 0 the Batch service does not retry tasks If the maximum retry count is 1 the Batch service retries tasks without limit The default value is 0 no retries ', u'The maximum number of times each task may be retried The Batch service retries a task if its exit code is nonzero Note that this value specifically controls the number of retries The Batch service will try each task once and may then retry up to this limit For example if the maximum retry count is 3 Batch tries a task up to 4 times one initial try and 3 retries If the maximum retry count is 0 the Batch service does not retry tasks If the maximum retry count is 1 the Batch service retries tasks without limit The default value is 0 no retries ']
pair,4,pair,NOUN,NNS,pobj,True,False,179,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'Metadata in space separated key value pairs This overwrites any existing metadata ']
dict,4,dict,NOUN,NN,conj,True,False,6,[u'Returns all user defined metadata standard HTTP properties and system properties for the file Returns an instance of class azure storage file models File with class azure storage file models FileProperties and a metadata dict ', u' The entity to update Could be a dict or an entity object Must contain a PartitionKey and a RowKey ']
repo,4,repo,NOUN,NN,pobj,True,False,4,[u'Working directory of the application Default will be root of the repo', u'The path within the container where the git repo volume should be mounted Must not contain colon ']
wiki,4,wiki,NOUN,NN,compound,True,False,1,[u'By default all live traces configured by az webapp log config will be shown but you can scope to certain providers folders e g application http etc For details check out https github com projectkudu kudu wiki Diagnostic Log Stream'],
west,4,west,PROPN,NNP,compound,True,False,15,[u'List all publishers in the West US region ', u'Create a storage account MyStorageAccount in resource group MyResourceGroup in the West US region with locally redundant storage ']
mark,4,mark,NOUN,NNS,nsubj,True,False,15,[u'Marks the specified file for deletion The file is later deleted during garbage collection ', u'The number of failed probes after which the back end server is marked down ']
ruby,4,ruby,PROPN,NNP,nmod,True,False,1,[u'The runtime stack used for your linux based webapp e g RUBY 2 3 NODE 6 6 PHP 5 6 DOTNETCORE 1 1 0 See https aka ms linux stacks for more info '],
case,4,case,NOUN,NN,pobj,True,False,21,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'A string that uniquely identifies the job within the account The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters The ID is case preserving and case insensitive that is you may not have two IDs within an account that differ only by case ']
vnet,4,vnet,PROPN,NNP,nsubj,True,False,97,[u'The virtual network VNet name ', u'VNet gateway SKU ']
rest,4,rest,NOUN,NN,ROOT,True,False,25,[u'An OData filter clause For more information on constructing this filter see https docs microsoft com en us rest api batchservice odata filters in batch list pools ', u'An OData filter clause For more information on constructing this filter see https docs microsoft com en us rest api batchservice odata filters in batch list tasks ']
resb,4,resb,NOUN,NN,compound,True,False,19,[u'The parent path Ex resA myA resB myB ', u'The parent path Ex resA myA resB myB ']
resa,4,resa,NOUN,NN,advmod,True,False,19,[u'The parent path Ex resA myA resB myB ', u'The parent path Ex resA myA resB myB ']
blob,4,blob,NOUN,NN,pobj,True,False,298,[u'Get the details of a blob ', u' Required if the blob has an active lease ']
read,4,read,NOUN,NN,ccomp,True,False,29,[u'Specifies whether data in the container may be accessed publically By default container data is private off to the account owner Use blob to allow public read access for blobs Use container to allow public read and list access to the entire container ', u'Specifies whether data in the container may be accessed publically By default container data is private off to the account owner Use blob to allow public read access for blobs Use container to allow public read and list access to the entire container ']
test,4,test,NOUN,NN,appos,True,False,14,[u'SQL expression e g myproperty test', u'Test for the existence of a file or folder in a Data Lake Store account ']
grid,4,grid,PROPN,NNP,compound,True,False,14,[u'Name of the Event Grid topic', u'Show the details of an event subscription for an Event Grid topic ']
yyyy,4,yyyy,PROPN,NNP,compound,True,False,12,[u'End date YYYY MM DD in UTC Only needed for daily grain and if specified also requires start date ', u'Start date YYYY MM DD in UTC Only needed for daily grain and if specified also requires end date ']
exit,4,exit,NOUN,NN,compound,True,False,19,[u'The maximum number of times each task may be retried The Batch service retries a task if its exit code is nonzero Note that this value specifically controls the number of retries The Batch service will try each task once and may then retry up to this limit For example if the maximum retry count is 3 Batch tries a task up to 4 times one initial try and 3 retries If the maximum retry count is 0 the Batch service does not retry tasks If the maximum retry count is 1 the Batch service retries tasks without limit The default value is 0 no retries ', u'The maximum number of times each task may be retried The Batch service retries a task if its exit code is nonzero Note that this value specifically controls the number of retries The Batch service will try each task once and may then retry up to this limit For example if the maximum retry count is 3 Batch tries a task up to 4 times one initial try and 3 retries If the maximum retry count is 0 the Batch service does not retry tasks If the maximum retry count is 1 the Batch service retries tasks without limit The default value is 0 no retries ']
area,4,area,NOUN,NN,pobj,True,False,5,[u'The name of the CPU SKU on which the service s Virtual Machine will run Check the name and the availability of SKUs in your area with az dms list skus ', u'Requests that a backup of the specified key be downloaded to the client The Key Backup operation exports a key from Azure Key Vault in a protected form Note that this operation does NOT return key material in a form that can be used outside the Azure Key Vault system the returned key material is either protected to a Azure Key Vault HSM or to Azure Key Vault itself The intent of this operation is to allow a client to GENERATE a key in one Azure Key Vault instance BACKUP the key and then RESTORE it into another Azure Key Vault instance The BACKUP operation may be used to export in protected form any key type from Azure Key Vault Individual versions of a key cannot be backed up BACKUP RESTORE can be performed within geographical boundaries only meaning that a BACKUP from one geographical area cannot be restored to another geographical area For example a backup from the US geographical area cannot be restored in an EU geographical area ']
pool,4,pool,NOUN,NN,dobj,True,False,289,[u'Delete an address pool ', u'The name of the backend address pool']
mask,4,mask,NOUN,NN,conj,True,False,2,[u'The octal representation of the permissions for user group and mask ', u'Add a firewall filter rule to accept traffic from the IP mask 127 0 0 0 31 ']
disk,4,disk,NOUN,NN,dobj,True,False,142,[u'Attach an unmanaged persistent disk to a VM ', u'Virtual hard disk URI For example https mystorage blob core windows net vhds d1 vhd']
list,4,list,NOUN,NN,compound,True,False,1191,[u'List VMSS ', u'A list of files that the Batch service will download to the compute node before running the command line Files listed under this element are located in the task s working directory Space separated resource references in filename blobsource format ']
